estado;C.city;C.estado;C.idCity;idEstado
IN;Indianapolis;IN;2360;15
IN;Walton;IN;5483;15
IN;French Lick;IN;1797;15
IN;Indianapolis;IN;2361;15
IN;Indianapolis;IN;2368;15
IN;Portland;IN;4215;15
IN;Harmony;IN;2067;15
IN;Harrison County;IN;2074;15
IN;Hanover;IN;2056;15
IN;Portage;IN;4205;15
IN;Goshen;IN;1934;15
IN;Greenwood;IN;2009;15
IN;Gary;IN;1865;15
IN;Gary;IN;1864;15
IN;Gary;IN;1863;15
IN;Gary;IN;1866;15
IN;West Terre Haute;IN;5604;15
IN;Henry County;IN;2132;15
IN;Gary;IN;1867;15
IN;Vincennes;IN;5439;15
IN;Oakland City;IN;3720;15
IN;Indianapolis;IN;2350;15
IN;Indianapolis;IN;2351;15
IN;Randolph County;IN;4323;15
IN;Jeffersonville;IN;2464;15
IN;Owen County;IN;3874;15
IN;Avon;IN;334;15
IN;Indianapolis;IN;2355;15
IN;Indianapolis;IN;2356;15
IN;Indianapolis;IN;2354;15
IN;Indianapolis;IN;2353;15
IN;Indianapolis;IN;2352;15
KS;Chetopa;KS;907;16
KS;Hutchinson;KS;2332;16
KS;Overland Park;KS;3869;16
KS;Overland Park;KS;3871;16
KS;Overland Park;KS;3870;16
KS;Lehigh;KS;2846;16
KS;Lawrence;KS;2816;16
KS;Medicine Lodge;KS;3227;16
KS;Salina;KS;4529;16
KS;Newton;KS;3627;16
KS;Newton;KS;3625;16
KS;Manhattan;KS;3157;16
KS;Leavenworth;KS;2838;16
KS;Salina;KS;4530;16
KS;Kansas City;KS;2515;16
KS;Wichita;KS;5652;16
KS;Wichita;KS;5651;16
KS;Wichita;KS;5646;16
KS;Wichita;KS;5653;16
KS;Wichita;KS;5648;16
KS;Wichita;KS;5647;16
KS;Wichita;KS;5650;16
KS;Wichita;KS;5649;16
KS;Colby;KS;1077;16
KS;Hutchinson;KS;2333;16
KS;Hays;KS;2095;16
KS;Hays;KS;2096;16
KS;Wichita;KS;5655;16
KS;Wichita;KS;5654;16
KS;Hesston;KS;2146;16
KS;Wichita;KS;5656;16
KS;Kansas City;KS;2514;16
KS;Kansas City;KS;2513;16
KS;Finney County;KS;1659;16
KS;Assaria;KS;228;16
KS;Topeka;KS;5269;16
KS;Pratt;KS;4248;16
KS;Topeka;KS;5270;16
KS;Topeka;KS;5273;16
KS;Olathe;KS;3785;16
KS;Topeka;KS;5272;16
KS;Kansas City;KS;2535;16
KS;Wamego;KS;5485;16
KS;Topeka;KS;5271;16
KS;Junction City;KS;2495;16
KS;Gardner;KS;1853;16
KS;Kansas City;KS;2531;16
KS;Kansas City;KS;2533;16
KS;McPherson;KS;3216;16
KS;Rosalia;KS;4458;16
KS;Udall;KS;5375;16
KS;Olathe;KS;3784;16
KY;Princeton;KY;4258;17
KY;Louisville;KY;3082;17
KY;Gunlock;KY;2026;17
KY;Chavies;KY;892;17
KY;Cumberland County;KY;1221;17
KY;Berea;KY;502;17
KY;Louisville;KY;3081;17
KY;Muhlenberg County;KY;3497;17
KY;Fulton;KY;1833;17
KY;Ludlow;KY;3101;17
KY;McCracken County;KY;3207;17
KY;Phelps;KY;4006;17
KY;Wayne County;KY;5548;17
KY;Trosper;KY;5291;17
KY;Martin County;KY;3188;17
KY;White Plains;KY;5636;17
KY;Trigg County;KY;5286;17
KY;Hebron;KY;2105;17
KY;Warren County;KY;5490;17
KY;Georgetown;KY;1880;17
KY;Daviess County;KY;1269;17
KY;Hiseville;KY;2174;17
KY;Owensboro;KY;3876;17
KY;Owingsville;KY;3878;17
KY;Christian County;KY;971;17
KY;Owensboro;KY;3875;17
KY;Williamsburg;KY;5665;17
KY;Shepherdsville;KY;4822;17
KY;Barbourville;KY;406;17
KY;Wilmore;KY;5679;17
KY;Montgomery Creek;KY;3444;17
KY;Bardstown;KY;408;17
KY;Simpsonsville;KY;4853;17
KY;Utica;KY;5390;17
KY;Wolfe County;KY;5704;17
KY;Morehead;KY;3458;17
KY;Lancaster;KY;2724;17
KY;Barbourville;KY;407;17
KY;Richmond;KY;4395;17
KY;Crestwood;KY;1210;17
KY;Scottsville;KY;4763;17
KY;Scott County;KY;4754;17
KY;Louisville;KY;3073;17
KY;Bell County;KY;476;17
KY;Baxter;KY;444;17
KY;Oil Springs;KY;3747;17
KY;Paris;KY;3926;17
KY;Shelby Gap;KY;4812;17
KY;Paducah;KY;3889;17
KY;Shelbyville;KY;4815;17
KY;Sharpsburg;KY;4806;17
KY;Fisty;KY;1661;17
KY;Flatwoods;KY;1672;17
KY;Flatwoods;KY;1671;17
KY;Louisville;KY;3068;17
KY;Louisville;KY;3067;17
KY;Bremen;KY;633;17
KY;Bowling Green;KY;612;17
KY;Louisville;KY;3066;17
KY;Elizabethtown;KY;1517;17
KY;London;KY;2932;17
KY;London;KY;2933;17
KY;Louisville;KY;3069;17
KY;Edmonton;KY;1480;17
KY;Burkesville;KY;709;17
KY;Louisville;KY;3072;17
KY;Louisville;KY;3071;17
KY;Gray;KY;1962;17
KY;Brodhead;KY;650;17
KY;Burkesville;KY;708;17
KY;Jackson County;KY;2413;17
KY;Georgetown;KY;1882;17
KY;Louisville;KY;3060;17
KY;Bonnyman;KY;585;17
KY;Louisville;KY;3061;17
KY;Elsmere;KY;1542;17
KY;Louisville;KY;3059;17
KY;Elkton;KY;1535;17
KY;Russellville;KY;4499;17
KY;Booneville;KY;588;17
KY;Elizabethtown;KY;1519;17
KY;Louisville;KY;3065;17
KY;Georgetown;KY;1881;17
KY;Elizabethtown;KY;1518;17
KY;Nicholasville;KY;3631;17
KY;Louisville;KY;3062;17
KY;Louisville;KY;3064;17
KY;Louisville;KY;3063;17
KY;Knox County;KY;2611;17
KY;Pine Top;KY;4132;17
KY;Leitchfield;KY;2848;17
KY;Lawrenceburg;KY;2821;17
KY;Pippa Passes;KY;4142;17
KY;Louisville;KY;3077;17
KY;Louisville;KY;3078;17
KY;Louisville;KY;3079;17
KY;Dexter;KY;1390;17
KY;Leitchfield;KY;2849;17
KY;Louisville;KY;3076;17
KY;Carter County;KY;796;17
KY;Louisville;KY;3075;17
KY;East Bernstadt;KY;1444;17
KY;Louisville;KY;3080;17
KY;Louisville;KY;3074;17
LA;Winn Parish;LA;5690;18
LA;Winn Parish;LA;5689;18
LA;Monroe;LA;3420;18
LA;Caddo Parish;LA;735;18
LA;West Ouachita;LA;5600;18
LA;Terrytown;LA;5230;18
LA;West Monroe;LA;5596;18
LA;Metairie;LA;3286;18
LA;Baton Rouge;LA;431;18
LA;Winnsboro;LA;5692;18
LA;Terrytown;LA;5231;18
LA;Mamou;LA;3144;18
LA;Bogalusa;LA;571;18
LA;St. Helena Parish;LA;4999;18
LA;Treme;LA;5280;18
LA;Amite;LA;125;18
LA;Clinton;LA;1042;18
LA;Bastrop;LA;427;18
LA;Mandeville;LA;3155;18
LA;Baton Rouge;LA;430;18
LA;Baton Rouge;LA;439;18
LA;Alexandria;LA;94;18
LA;Breaux Bridge;LA;632;18
LA;Baton Rouge;LA;438;18
LA;Bossier City;LA;593;18
LA;Bossier City;LA;594;18
LA;Baton Rouge;LA;437;18
LA;Whitehall;LA;5638;18
LA;Lincoln Parish;LA;2887;18
LA;Cade;LA;736;18
LA;Livingston Parish;LA;2912;18
LA;Baton Rouge;LA;440;18
LA;Baton Rouge;LA;441;18
LA;St. Tammany Parish;LA;5053;18
LA;Baton Rouge;LA;433;18
LA;Metairie;LA;3284;18
LA;Bossier City;LA;591;18
LA;Bernice;LA;506;18
LA;Baton Rouge;LA;432;18
LA;Metairie;LA;3285;18
LA;Marksville;LA;3186;18
LA;Baton Rouge;LA;434;18
LA;Baton Rouge;LA;435;18
LA;Baton Rouge;LA;436;18
LA;Bossier City;LA;592;18
LA;Alexandria;LA;95;18
LA;Chalmette;LA;842;18
LA;Avondale;LA;337;18
LA;Haughton;LA;2088;18
LA;Harvey;LA;2083;18
LA;Harvey;LA;2082;18
LA;Iota;LA;2383;18
LA;Denham Springs;LA;1322;18
LA;Denham Springs;LA;1323;18
LA;Pineville;LA;4138;18
LA;Plaquemine;LA;4160;18
LA;Port Allen;LA;4189;18
LA;Hammond;LA;2048;18
LA;Gretna;LA;2014;18
LA;Pineville;LA;4137;18
LA;Crowley;LA;1213;18
LA;Ethel;LA;1567;18
LA;Lake Charles;LA;2658;18
LA;Converse;LA;1166;18
LA;Coushatta;LA;1196;18
LA;Covington;LA;1198;18
LA;Lafayette;LA;2647;18
LA;DeRidder;LA;1283;18
LA;Lacombe;LA;2643;18
LA;Lake Charles;LA;2657;18
LA;Lake Charles;LA;2656;18
LA;Lafayette;LA;2648;18
LA;Port Barre;LA;4192;18
LA;New Orleans;LA;3567;18
LA;New Orleans;LA;3568;18
LA;New Orleans;LA;3569;18
LA;Kenner;LA;2559;18
LA;New Iberia;LA;3562;18
LA;New Llano;LA;3564;18
LA;New Orleans;LA;3573;18
LA;New Orleans;LA;3574;18
LA;New Orleans;LA;3575;18
LA;New Orleans;LA;3570;18
LA;New Orleans;LA;3571;18
LA;New Orleans;LA;3572;18
LA;Keithville;LA;2551;18
LA;Franklin;LA;1776;18
LA;Raceland;LA;4299;18
LA;Goodbee;LA;1927;18
LA;Gibson;LA;1886;18
LA;Pride;LA;4255;18
LA;East Baton Rouge;LA;1442;18
LA;East Baton Rouge;LA;1443;18
LA;New Iberia;LA;3561;18
LA;Ragley;LA;4302;18
LA;Jefferson Parish;LA;2463;18
LA;East Baton Rouge;LA;1441;18
LA;Houma;LA;2235;18
LA;Evangeline Parish;LA;1585;18
LA;Shreveport;LA;4841;18
LA;Shreveport;LA;4838;18
LA;Shreveport;LA;4840;18
LA;Shreveport;LA;4837;18
LA;Shreveport;LA;4835;18
LA;Shreveport;LA;4834;18
LA;Shreveport;LA;4833;18
LA;Shreveport;LA;4832;18
LA;Shreveport;LA;4836;18
LA;Lakes Charles;LA;2692;18
LA;Homer;LA;2198;18
LA;Houma;LA;2233;18
LA;Ouachita Parish;LA;3867;18
LA;Shreveport;LA;4839;18
LA;Houma;LA;2234;18
LA;Slidell;LA;4861;18
LA;Ouachita Parish;LA;3868;18
MA;Spencer;MA;4933;19
MA;Auburn;MA;272;19
MA;Oxford;MA;3881;19
MA;Lowell;MA;3090;19
MA;Tewksbury;MA;5232;19
MA;Taunton;MA;5199;19
MA;Everett;MA;1595;19
MA;Reading;MA;4335;19
MA;Newbury;MA;3616;19
MA;Webster;MA;5555;19
MA;Revere;MA;4381;19
MA;Pittsfield;MA;4151;19
MA;Brockton;MA;649;19
MA;Brockton;MA;648;19
MA;Beverly;MA;510;19
MA;Brookline;MA;658;19
MA;Boston;MA;599;19
MA;Boston;MA;598;19
MA;Weymouth;MA;5631;19
MA;Lynn;MA;3114;19
MA;Boston;MA;602;19
MA;Boston;MA;601;19
MA;Boston;MA;600;19
MA;Boston;MA;596;19
MA;Lynn;MA;3112;19
MA;Boston;MA;595;19
MA;Lynn;MA;3113;19
MA;Fall River;MA;1628;19
MA;Boston;MA;597;19
MA;Lynn;MA;3110;19
MA;Roslindale;MA;4468;19
MA;Milford;MA;3347;19
MA;West Springfield;MA;5603;19
MA;Westborough;MA;5608;19
MA;Braintree;MA;625;19
MA;Lynn;MA;3111;19
MA;Winchester;MA;5684;19
MD;Baltimore;MD;393;20
MD;Baltimore;MD;400;20
MD;Randallstown;MD;4321;20
MD;Baltimore;MD;399;20
MD;Randallstown;MD;4322;20
MD;Baltimore;MD;387;20
MD;Baltimore;MD;388;20
MD;Abingdon;MD;8;20
MD;Baltimore;MD;389;20
MD;Baltimore;MD;396;20
MD;Baltimore;MD;392;20
MD;Baltimore;MD;394;20
MD;Baltimore;MD;395;20
MD;Baltimore;MD;397;20
MD;Lexington Park;MD;2874;20
MD;Baltimore;MD;390;20
MD;Baltimore;MD;391;20
MD;Baltimore;MD;398;20
MD;Rising Sun;MD;4412;20
MD;Temple Hills;MD;5222;20
MD;Salisbury;MD;4534;20
MD;Little Orleans;MD;2898;20
MD;Salisbury;MD;4535;20
MD;Temple Hills;MD;5221;20
MD;Rising Sun;MD;4413;20
MD;Silver Spring;MD;4846;20
MD;Silver Spring;MD;4848;20
MD;Silver Spring;MD;4849;20
MD;Montgomery Village;MD;3445;20
MD;Reisterstown;MD;4364;20
MD;Elkridge;MD;1531;20
MD;Fort Washington;MD;1742;20
MD;Landover;MD;2728;20
MD;Landover;MD;2729;20
MD;Capitol Heights;MD;773;20
MD;Landover;MD;2727;20
MD;Elkridge;MD;1530;20
MD;Clinton;MD;1051;20
MD;Linthicum;MD;2891;20
MD;Fort Meade;MD;1724;20
MD;Silver Spring;MD;4847;20
MD;Dundalk;MD;1418;20
MD;Phoenix;MD;4044;20
MD;Potomac;MD;4235;20
MD;Glen Burnie;MD;1900;20
MD;La Plata;MD;2631;20
MD;Woodlawn;MD;5712;20
MD;North East;MD;3661;20
MD;Hyattsville;MD;2335;20
MD;Bel Air;MD;472;20
MD;Middle River;MD;3330;20
MD;Westminster;MD;5615;20
MD;Overlea;MD;3872;20
MD;Owings Mills;MD;3877;20
MD;Thurmont;MD;5249;20
MD;Greenbelt;MD;1982;20
MD;Pikesville;MD;4123;20
MD;Columbia;MD;1105;20
MD;Oxon Hill;MD;3883;20
MD;Havre de Grace;MD;2089;20
MD;Chestertown;MD;906;20
MD;Emmitsburg;MD;1547;20
MD;Elkton;MD;1534;20
MD;Rockville;MD;4447;20
MD;Elkton;MD;1532;20
MD;Sparks;MD;4919;20
MD;Mt Airy;MD;3490;20
MD;Rosedale;MD;4463;20
MD;Baltimore;MD;385;20
MD;Baltimore;MD;386;20
MD;Baltimore;MD;384;20
MD;Baltimore;MD;382;20
MD;Baltimore;MD;383;20
MD;District Heights;MD;1398;20
MD;Elkton;MD;1533;20
MD;Essex;MD;1564;20
MD;Davidsonville;MD;1267;20
MD;Parkville;MD;3935;20
MD;Frederick;MD;1787;20
MD;Parkville;MD;3936;20
MD;Essex;MD;1565;20
ME;Madison;ME;3132;21
ME;Minot;ME;3383;21
ME;Hiram;ME;2173;21
ME;Smyrna;ME;4868;21
ME;Presque Isle;ME;4251;21
ME;Presque Isle;ME;4252;21
ME;Waldoboro;ME;5473;21
ME;Belgrade;ME;474;21
ME;Arundel;ME;208;21
ME;Wales;ME;5474;21
ME;Bangor;ME;402;21
ME;Old Town;ME;3790;21
ME;Limerick;ME;2879;21
ME;Vassalboro;ME;5425;21
ME;Old Town;ME;3791;21
ME;Vassalboro;ME;5424;21
ME;Portland;ME;4216;21
ME;Orrington;ME;3864;21
ME;Auburn;ME;271;21
ME;Gorham;ME;1933;21
ME;Naples;ME;3532;21
ME;Oakfield;ME;3709;21
MI;Benton Township;MI;500;22
MI;Benton Harbor;MI;499;22
MI;Belleville;MI;481;22
MI;Kalamazoo;MI;2504;22
MI;Troy;MI;5294;22
MI;Beaverton;MI;467;22
MI;Bay City;MI;446;22
MI;Kalamazoo;MI;2503;22
MI;Algoma Township;MI;96;22
MI;Marion;MI;3182;22
MI;Inkster;MI;2379;22
MI;Marine City;MI;3180;22
MI;Jackson;MI;2407;22
MI;Jackson;MI;2411;22
MI;West Olive;MI;5599;22
MI;Ishpeming Township;MI;2395;22
MI;Wyoming;MI;5716;22
MI;Manistee;MI;3160;22
MI;Southfield;MI;4910;22
MI;Wyoming;MI;5717;22
MI;Holland Township;MI;2187;22
MI;Hessel;MI;2145;22
MI;Pavilion Township;MI;3962;22
MI;Pennfield Township;MI;3985;22
MI;Plymouth Township;MI;4167;22
MI;Redford Township;MI;4354;22
MI;Flint;MI;1676;22
MI;Bagley Township;MI;350;22
MI;Union Township;MI;5383;22
MI;Battle Creek;MI;442;22
MI;Battle Creek;MI;443;22
MI;Flint;MI;1675;22
MI;Oak Park;MI;3704;22
MI;Genesee Township;MI;1873;22
MI;Waterford Township;MI;5529;22
MI;Grand Rapids;MI;1952;22
MI;Portage;MI;4206;22
MI;Gaines Township;MI;1836;22
MI;Walloon Lake;MI;5476;22
MI;Waterford Township;MI;5528;22
MI;Warren;MI;5487;22
MI;Detroit;MI;1384;22
MI;Eaton Rapids Township;MI;1461;22
MI;Eaton County;MI;1460;22
MI;Columbia Township;MI;1111;22
MI;Lincoln Township;MI;2888;22
MI;Eckford Township;MI;1469;22
MI;Detroit;MI;1381;22
MI;Shelby Township;MI;4814;22
MI;Detroit;MI;1382;22
MI;Detroit;MI;1383;22
MI;Lansing;MI;2732;22
MI;Dearborn Heights;MI;1290;22
MI;St. Joseph County;MI;5005;22
MI;Midland;MI;3335;22
MI;Detroit;MI;1388;22
MI;Detroit;MI;1387;22
MI;Sebewaing;MI;4782;22
MI;St. Joseph;MI;5003;22
MI;Detroit;MI;1386;22
MI;Dearborn;MI;1288;22
MI;Dearborn;MI;1287;22
MI;Cato Township;MI;815;22
MI;Dearborn;MI;1286;22
MI;Lansing;MI;2731;22
MI;Delta Township;MI;1311;22
MI;Detroit;MI;1377;22
MI;Dearborn Heights;MI;1291;22
MI;Bloomfield Township;MI;556;22
MI;Blackman Township;MI;551;22
MI;Detroit;MI;1378;22
MI;Romulus;MI;4455;22
MI;Detroit;MI;1385;22
MI;Detroit;MI;1380;22
MI;Trenton;MI;5285;22
MI;Detroit;MI;1379;22
MI;Roxand Township;MI;4483;22
MI;Saginaw;MI;4520;22
MI;Saginaw;MI;4518;22
MI;Kentwood;MI;2571;22
MI;Brighton Township;MI;643;22
MI;Shelby Township;MI;4813;22
MI;Kentwood;MI;2572;22
MI;Royal Oak;MI;4488;22
MI;St. Clair Shores;MI;4991;22
MI;Royal Oak;MI;4489;22
MN;Lake Elmo;MN;2660;23
MN;Minneapolis;MN;3382;23
MN;Minneapolis;MN;3380;23
MN;Minneapolis;MN;3381;23
MN;Crystal;MN;1216;23
MN;Vineland;MN;5443;23
MN;Virginia;MN;5445;23
MN;Shakopee;MN;4802;23
MN;Fridley;MN;1819;23
MN;Coon Rapids;MN;1170;23
MN;Hastings;MN;2084;23
MN;St. James;MN;5000;23
MN;Gilbert;MN;1892;23
MN;Chaska;MN;882;23
MN;St. Cloud;MN;4993;23
MN;Pine County;MN;4130;23
MN;Plymouth;MN;4165;23
MN;St. Cloud;MN;4996;23
MN;Minneapolis;MN;3378;23
MN;Alexandria;MN;92;23
MN;Minneapolis;MN;3379;23
MN;Peterson;MN;4002;23
MN;Minneapolis;MN;3376;23
MN;Miltona;MN;3359;23
MN;Minneapolis;MN;3377;23
MN;Hermantown;MN;2138;23
MN;Eagan;MN;1434;23
MN;St. Paul;MN;5047;23
MN;St. Paul;MN;5046;23
MN;New Hope;MN;3560;23
MN;Aitkin;MN;31;23
MN;Stillwater;MN;5070;23
MN;St. Paul;MN;5042;23
MN;St. Paul;MN;5041;23
MN;St. Paul;MN;5040;23
MN;St. Paul;MN;5045;23
MN;St. Paul;MN;5044;23
MN;St. Paul;MN;5043;23
MN;North Branch;MN;3656;23
MN;Bemidji;MN;491;23
MN;Bloomington;MN;559;23
MN;Cohasset;MN;1075;23
MN;Mora;MN;3456;23
MN;Roseville;MN;4466;23
MN;Richfield;MN;4388;23
MN;Burnsville;MN;718;23
MN;Burnsville;MN;719;23
MN;Fairmont;MN;1623;23
MN;Falcon Heights;MN;1627;23
MN;Brooklyn Center;MN;666;23
MN;Morris;MN;3468;23
MN;Columbia Heights;MN;1110;23
MN;Chanhassen;MN;852;23
MN;Lakeville;MN;2695;23
MN;Vadnais Heights;MN;5393;23
MN;Hutchinson;MN;2334;23
MN;Austin;MN;322;23
MN;Albert Lea;MN;48;23
MN;Backus;MN;348;23
MN;Mankato;MN;3163;23
MN;St. Paul;MN;5039;23
MN;Eagan;MN;1433;23
MN;St. Louis Park;MN;5037;23
MN;Mankato;MN;3162;23
MO;Springfield;MO;4975;24
MO;Mountain Grove;MO;3485;24
MO;Springfield;MO;4968;24
MO;Sedalia;MO;4786;24
MO;Maysville;MO;3203;24
MO;Ozark;MO;3886;24
MO;Sedalia;MO;4788;24
MO;Springfield;MO;4979;24
MO;Springfield;MO;4977;24
MO;Springfield;MO;4973;24
MO;Springfield;MO;4970;24
MO;Springfield;MO;4965;24
MO;Pettis County;MO;4004;24
MO;Wheeling;MO;5632;24
MO;Springfield;MO;4963;24
MO;Monett;MO;3417;24
MO;Springfield;MO;4980;24
MO;St. Louis;MO;5031;24
MO;St. Louis;MO;5030;24
MO;St. Louis;MO;5029;24
MO;St. Louis;MO;5034;24
MO;St. Louis;MO;5033;24
MO;St. Louis;MO;5032;24
MO;St. Louis;MO;5028;24
MO;Odessa;MO;3737;24
MO;St. Louis;MO;5024;24
MO;Old Mines;MO;3788;24
MO;St. Louis;MO;5027;24
MO;St. Louis;MO;5026;24
MO;St. Louis;MO;5025;24
MO;Neosho;MO;3548;24
MO;Republic;MO;4379;24
MO;Sullivan;MO;5111;24
MO;Sugar Creek;MO;5107;24
MO;McDowell;MO;3208;24
MO;North St. Louis;MO;3687;24
MO;O'Fallon;MO;3698;24
MO;Sugar Creek;MO;5106;24
MO;St. Louis;MO;5036;24
MO;St. Louis;MO;5035;24
MO;Nevada;MO;3550;24
MO;Sugar Creek;MO;5105;24
MO;University City;MO;5386;24
MO;Raytown;MO;4334;24
MO;St. Louis;MO;5023;24
MO;St. Louis;MO;5006;24
MO;St. Joseph;MO;5004;24
MO;St. Joseph;MO;5002;24
MO;St. Louis;MO;5008;24
MO;Webster Groves;MO;5557;24
MO;St. Louis;MO;5007;24
MO;Poplar Bluff;MO;4188;24
MO;St Louis;MO;4986;24
MO;St Louis;MO;4985;24
MO;Springfield;MO;4981;24
MO;St. Joseph;MO;5001;24
MO;Maryland Heights;MO;3191;24
MO;St. Charles County;MO;4990;24
MO;St. Louis;MO;5009;24
MO;St. Louis;MO;5019;24
MO;St. Louis;MO;5018;24
MO;St. Louis;MO;5017;24
MO;St. Louis;MO;5022;24
MO;St. Louis;MO;5021;24
MO;St. Louis;MO;5020;24
MO;St. Louis;MO;5016;24
MO;St. Louis;MO;5012;24
MO;St. Louis;MO;5011;24
MO;St. Louis;MO;5010;24
MO;St. Louis;MO;5015;24
MO;St. Louis;MO;5014;24
MO;St. Louis;MO;5013;24
MO;Kansas City;MO;2522;24
MO;Kansas City;MO;2521;24
MO;Kansas City;MO;2520;24
MO;Kansas City;MO;2525;24
MO;Kansas City;MO;2524;24
MO;Kansas City;MO;2523;24
MO;Kansas City;MO;2519;24
MO;Kansas City;MO;2512;24
MO;Kansas City;MO;2511;24
MO;Kansas City;MO;2510;24
MO;Kansas City;MO;2518;24
MO;Kansas City;MO;2517;24
MO;Kansas City;MO;2516;24
MO;Kansas City;MO;2526;24
MO;Kansas City;MO;2538;24
MO;Kansas City;MO;2537;24
MO;Kansas City;MO;2536;24
MO;Kansas City;MO;2541;24
MO;Kansas City;MO;2540;24
MO;Kansas City;MO;2539;24
MO;Kansas City;MO;2534;24
MO;Kansas City;MO;2528;24
MO;Kansas City;MO;2527;24
MO;Greene County;MO;1983;24
MO;Kansas City;MO;2532;24
MO;Kansas City;MO;2530;24
MO;Kansas City;MO;2529;24
MO;Cuba;MO;1218;24
MO;Liberty;MO;2875;24
MO;Clinton;MO;1049;24
MO;Jackson;MO;2401;24
MO;Columbia;MO;1107;24
MO;Columbia;MO;1106;24
MO;Liberty;MO;2876;24
MO;Lee's Summit;MO;2841;24
MO;Independence;MO;2345;24
MO;Leadwood;MO;2830;24
MO;Carthage;MO;799;24
MO;Chesterfield;MO;904;24
MO;Cape Girardeau;MO;772;24
MO;Independence;MO;2347;24
MO;Columbia;MO;1109;24
MO;Kansas City;MO;2509;24
MO;Kansas City;MO;2508;24
MO;Joplin;MO;2490;24
MO;Cotter;MO;1187;24
MO;Harrisonville;MO;2078;24
MO;Hayti;MO;2097;24
MO;Joplin;MO;2489;24
MO;Jefferson City;MO;2460;24
MO;Buffalo;MO;695;24
MO;Holt;MO;2195;24
MO;Johnson County;MO;2477;24
MO;Jennings;MO;2466;24
MO;Jefferson City;MO;2461;24
MO;Affton;MO;22;24
MO;Aurora;MO;289;24
MO;Florissant;MO;1689;24
MO;Blue Springs;MO;562;24
MO;Bismarck;MO;546;24
MO;Belton;MO;488;24
MO;Adrian;MO;21;24
MO;Fulton;MO;1832;24
MO;Big Bear;MO;517;24
MO;Franklin County;MO;1780;24
MO;Belton;MO;490;24
MO;Lakeshire;MO;2694;24
MO;Kansas City;MO;2542;24
MO;Barton County;MO;422;24
MO;Lebanon;MO;2839;24
MO;Lampe;MO;2712;24
MO;Grandview;MO;1954;24
MO;Blue Summit;MO;564;24
MO;Blue Springs;MO;563;24
MO;Everton;MO;1597;24
MS;Pearl River County;MS;3969;25
MS;Pelehatchie;MS;3974;25
MS;Moss Point;MS;3478;25
MS;Jackson;MS;2412;25
MS;Collinsville;MS;1081;25
MS;Moss Point;MS;3477;25
MS;Wesson;MS;5571;25
MS;St. Martin;MS;5038;25
MS;Columbus;MS;1126;25
MS;Lauderdale County;MS;2811;25
MS;Meridian;MS;3255;25
MS;Petal;MS;4000;25
MS;Columbus;MS;1113;25
MS;Madison County;MS;3134;25
MS;Hinds County;MS;2170;25
MS;Southaven;MS;4908;25
MS;Southaven;MS;4909;25
MS;Clarksdale;MS;1011;25
MS;Pascagoula;MS;3948;25
MS;Jackson;MS;2402;25
MS;Stone County;MS;5089;25
MS;Tupelo;MS;5364;25
MS;Iuka;MS;2398;25
MS;Florence;MS;1681;25
MS;Iuka;MS;2399;25
MS;Horn Lake;MS;2227;25
MS;Tupelo;MS;5363;25
MS;Jackson;MS;2406;25
MS;Pearl;MS;3968;25
MS;Jackson;MS;2408;25
MS;Clinton;MS;1046;25
MS;Smithville;MS;4865;25
MS;Barton;MS;421;25
MS;Horn Lake;MS;2228;25
MS;Jackson;MS;2404;25
MS;Lumberton;MS;3104;25
MS;Gulfport;MS;2021;25
MS;Grenada;MS;2011;25
MS;Greenville;MS;2000;25
MS;Lucedale;MS;3099;25
MS;Gulfport;MS;2025;25
MS;Neshoba County;MS;3549;25
MS;Gulfport;MS;2024;25
MS;Gulfport;MS;2022;25
MS;Gulfport;MS;2023;25
MS;DeSoto County;MS;1285;25
MS;Braxton;MS;629;25
MS;Pontotoc County;MS;4186;25
MS;Tate County;MS;5198;25
MS;Columbus;MS;1147;25
MS;Brookhaven;MS;656;25
MS;Greenville;MS;1996;25
MS;Greenville;MS;1997;25
MS;Biloxi;MS;533;25
MS;Biloxi;MS;534;25
MS;Ruth;MS;4500;25
MS;Gautier;MS;1872;25
MS;Hattiesburg;MS;2086;25
MS;Hattiesburg;MS;2085;25
MS;Walls;MS;5477;25
MS;Water Valley;MS;5526;25
MS;Hattiesburg;MS;2087;25
MS;Columbus;MS;1149;25
MS;Water Valley;MS;5525;25
MS;Oxford;MS;3880;25
MS;Hancock County;MS;2054;25
MS;Monroe County;MS;3425;25
MS;Fayette;MS;1639;25
MT;Three Forks;MT;5246;26
MT;Bigfork;MT;521;26
MT;Missoula;MT;3393;26
MT;Bozeman;MT;617;26
MT;Missoula;MT;3394;26
MT;Missoula;MT;3392;26
MT;Huntley;MT;2315;26
MT;Billings;MT;522;26
MT;Billings;MT;525;26
MT;Billings;MT;529;26
MT;Billings;MT;530;26
MT;Billings;MT;528;26
MT;Billings;MT;527;26
MT;Billings;MT;526;26
MT;Superior;MT;5128;26
MT;Billings;MT;532;26
MT;Billings;MT;523;26
MT;Billings;MT;524;26
MT;Billings;MT;531;26
MT;Butte;MT;723;26
MT;Flathead County;MT;1670;26
MT;Lodge Grass;MT;2918;26
MT;Great Falls;MT;1967;26
MT;Great Falls;MT;1966;26
MT;Malta;MT;3143;26
MT;Livingston;MT;2910;26
MT;Great Falls;MT;1965;26
MT;Philipsburg;MT;4031;26
MT;Great Falls;MT;1968;26
MT;Helena;MT;2107;26
MT;Lewistown;MT;2867;26
