idEstado;Count.state;o.Count.state;o.estados.city;o.idCity
27;NC;NC;Thomasville;2616
27;NC;NC;Cary;415
27;NC;NC;Raleigh;2176
27;NC;NC;Canton;392
27;NC;NC;Timberlake;2627
27;NC;NC;Mount Holly;1760
27;NC;NC;Pollocksville;2105
27;NC;NC;Bailey;142
27;NC;NC;Trinity;2648
27;NC;NC;Richlands;2219
27;NC;NC;Stoneville;2541
27;NC;NC;Davidson County;646
27;NC;NC;Statesville;2528
27;NC;NC;Caldwell County;372
27;NC;NC;Ramseur;2178
27;NC;NC;Mt. Airy;1770
27;NC;NC;Calypso;379
27;NC;NC;Tarboro;2592
27;NC;NC;Elizabethtown;778
27;NC;NC;Lincoln County;1485
27;NC;NC;Henderson County;1136
27;NC;NC;Iredell County;1248
27;NC;NC;Hubert;1203
27;NC;NC;Durham;724
27;NC;NC;Dublin;716
27;NC;NC;Ernul;811
27;NC;NC;Henderson;1134
27;NC;NC;Franklin;924
27;NC;NC;Lumberton;1547
27;NC;NC;Maiden;1573
27;NC;NC;Huntersville;1211
27;NC;NC;High Point;1155
27;NC;NC;Linwood;1491
27;NC;NC;Gastonia;968
27;NC;NC;East Flat Rock;735
27;NC;NC;Gaston County;967
27;NC;NC;Kinston;1347
27;NC;NC;Lincolnton;1488
27;NC;NC;Kings Mountain;1342
27;NC;NC;Lexington;1474
27;NC;NC;Lawndale;1434
27;NC;NC;Hickory;1154
27;NC;NC;Granite Falls;1029
27;NC;NC;Liberty;1479
27;NC;NC;Fayetteville;858
27;NC;NC;Efland;763
27;NC;NC;Leland;1461
27;NC;NC;Fletcher;870
27;NC;NC;Lenoir;1464
27;NC;NC;Fleetwood;869
27;NC;NC;Jamestown;1274
27;NC;NC;Graham;1018
27;NC;NC;Greenville;1053
27;NC;NC;Hudson;1205
27;NC;NC;Hendersonville;1137
27;NC;NC;Jonesville;1298
28;ND;ND;Devil's Lake;692
28;ND;ND;Standing Rock Reservation;2521
28;ND;ND;Dickinson;694
28;ND;ND;Mandan;1582
28;ND;ND;Belcourt;194
28;ND;ND;Stutsman County;2549
28;ND;ND;Grand Forks;1021
28;ND;ND;Wood Lake;2883
28;ND;ND;West Fargo;2801
28;ND;ND;Bismarck;239
29;NE;NE;Arnold;88
29;NE;NE;Grand Island;1022
29;NE;NE;South Sioux City;2462
29;NE;NE;Louisville;1530
29;NE;NE;Lincoln;1482
29;NE;NE;Omaha;1925
29;NE;NE;Rushville;2292
29;NE;NE;Blair;247
29;NE;NE;Big Springs;231
29;NE;NE;York;2903
29;NE;NE;Sidney;2414
30;NH;NH;Epping;809
30;NH;NH;Manchester;1580
30;NH;NH;Gonic;1007
30;NH;NH;Newton;1835
30;NH;NH;Derry;685
30;NH;NH;Claremont;494
30;NH;NH;Bath;173
30;NH;NH;Canaan;388
30;NH;NH;Hampton;1087
30;NH;NH;Merrimack;1660
30;NH;NH;Peterborough;2049
30;NH;NH;Belmont;205
31;NJ;NJ;Maurice River;1622
31;NJ;NJ;Hardwick;1099
31;NJ;NJ;Atlantic City;112
31;NJ;NJ;Manchester;1579
31;NJ;NJ;Princeton;2154
31;NJ;NJ;Brick;302
31;NJ;NJ;Bridgeton;305
31;NJ;NJ;Newark;1826
31;NJ;NJ;Brick Township;303
31;NJ;NJ;Bass River;168
31;NJ;NJ;Hackensack;1076
31;NJ;NJ;New Brunswick;1808
31;NJ;NJ;Old Bridge;1915
31;NJ;NJ;Cranbury Township;601
31;NJ;NJ;Bloomfield;248
31;NJ;NJ;Logan Township;1513
31;NJ;NJ;Pemberton;2030
31;NJ;NJ;Jersey City;1284
31;NJ;NJ;Camden;381
31;NJ;NJ;Wayne;2774
31;NJ;NJ;Irvington;1252
31;NJ;NJ;Byram;361
31;NJ;NJ;Deptford;684
31;NJ;NJ;Passaic;2012
31;NJ;NJ;Paterson;2013
31;NJ;NJ;Mantoloking;1596
31;NJ;NJ;Toms River;2636
31;NJ;NJ;Farmingdale;852
31;NJ;NJ;Woodbridge;2884
31;NJ;NJ;Trenton;2644
31;NJ;NJ;North Bergen;1857
31;NJ;NJ;Orange;1937
31;NJ;NJ;Little Egg Harbor Township;1494
31;NJ;NJ;Ventnor;2704
31;NJ;NJ;Hamilton;1083
31;NJ;NJ;Lyndhurst;1552
31;NJ;NJ;Ideal Beach;1231
31;NJ;NJ;Little Egg Harbor;1493
31;NJ;NJ;Morris Township;1753
31;NJ;NJ;Winslow;2872
31;NJ;NJ;Bloomingdale;251
31;NJ;NJ;Secaucus;2374
31;NJ;NJ;Asbury Park;95
31;NJ;NJ;Vineland;2713
31;NJ;NJ;Millville;1691
32;NM;NM;Edgewood;756
32;NM;NM;Las Cruces;1428
32;NM;NM;Carrizozo;405
32;NM;NM;Farmington;854
32;NM;NM;Tucumcari;2657
32;NM;NM;Pueblo of Laguna;2161
32;NM;NM;Hanover;1095
32;NM;NM;Crownpoint;614
32;NM;NM;Eldorado;773
32;NM;NM;Tularosa;2660
32;NM;NM;Carlsbad;400
32;NM;NM;Truth or Consequences;2654
32;NM;NM;Aztec;137
32;NM;NM;Hobbs;1171
32;NM;NM;Los Lunas;1528
32;NM;NM;Artesia;90
32;NM;NM;Clovis;531
32;NM;NM;San Rafael;2332
32;NM;NM;Santa Fe;2347
32;NM;NM;Angel Fire;59
32;NM;NM;Penasco;2033
32;NM;NM;Socorro;2442
32;NM;NM;Lovington;1533
32;NM;NM;Bernalillo;218
32;NM;NM;Fort Sumner;908
32;NM;NM;Deming;677
32;NM;NM;Jal;1270
32;NM;NM;Laguna;1380
32;NM;NM;Roswell;2277
32;NM;NM;Rowe;2282
32;NM;NM;Laguna Pueblo;1382
32;NM;NM;Gallup;958
32;NM;NM;Taos;2591
32;NM;NM;Albuquerque;30
32;NM;NM;Rudioso;2288
32;NM;NM;Alamogordo;24
32;NM;NM;Meadowlake;1640
32;NM;NM;Sunland Park;2563
32;NM;NM;Naschitti;1794
32;NM;NM;Ruidoso;2290
33;NV;NV;Pahrump;1973
33;NV;NV;Lovelock;1532
33;NV;NV;Washoe;2756
33;NV;NV;Carson City;410
33;NV;NV;North Las Vegas;1868
33;NV;NV;Las Vegas;1429
33;NV;NV;Elko;786
33;NV;NV;Henderson;1133
33;NV;NV;West Wendover;2820
33;NV;NV;Summerlin;2558
33;NV;NV;Boulder City;278
33;NV;NV;Yerington;2897
33;NV;NV;Jean;1277
33;NV;NV;Mercury;1654
33;NV;NV;Stead;2529
33;NV;NV;Silver Springs;2419
33;NV;NV;Gardnerville Ranchos;964
33;NV;NV;Spanish Springs;2470
33;NV;NV;Reno;2207
33;NV;NV;Sparks;2472
33;NV;NV;Sunridge;2565
34;NY;NY;East Northport;739
34;NY;NY;Port Jervis;2117
34;NY;NY;Mount Vernon;1763
34;NY;NY;Cheektowaga;458
34;NY;NY;Beacon;182
34;NY;NY;Schenectady;2360
34;NY;NY;Brooklyn;319
34;NY;NY;Albany;26
34;NY;NY;Rotterdam;2279
34;NY;NY;Bronx;315
34;NY;NY;Syracuse;2581
34;NY;NY;Kirkwood;1350
34;NY;NY;Glenville;999
34;NY;NY;Tremont;2643
34;NY;NY;Brentwood;300
34;NY;NY;Staten Island;2527
34;NY;NY;Yonkers;2898
34;NY;NY;Sodus;2445
34;NY;NY;Middletown;1677
34;NY;NY;Deposit;683
34;NY;NY;Jamaica;1271
34;NY;NY;Ardsley;81
34;NY;NY;Clarendon;496
34;NY;NY;Berne;219
34;NY;NY;Warwick;2746
34;NY;NY;Arietta;82
34;NY;NY;Islip;1254
34;NY;NY;Ithaca;1255
34;NY;NY;Pembroke;2032
34;NY;NY;Merrick;1658
34;NY;NY;Stanfordville;2522
34;NY;NY;Fredonia;935
34;NY;NY;Greenport;1048
34;NY;NY;Montgomery;1731
34;NY;NY;Shirley;2410
34;NY;NY;Elmira;793
34;NY;NY;Queens;2168
34;NY;NY;Coram;583
34;NY;NY;Potsdam;2136
34;NY;NY;Rochester;2246
34;NY;NY;New York;1824
34;NY;NY;Maspeth;1619
34;NY;NY;Canandaigua;390
34;NY;NY;Buffalo;337
34;NY;NY;New Paltz;1820
34;NY;NY;New Rochelle;1821
34;NY;NY;Lee;1452
34;NY;NY;Manhasset;1585
34;NY;NY;Coney Island;572
34;NY;NY;Troy;2651
34;NY;NY;Manlius;1591
34;NY;NY;Greece;1039
34;NY;NY;Constantia;574
34;NY;NY;Malone;1574
34;NY;NY;New City;1812
34;NY;NY;Newburgh;1827
34;NY;NY;Edinburg;757
34;NY;NY;Geneseo;972
34;NY;NY;Oceanside;1901
34;NY;NY;Horseheads;1198
35;OH;OH;Franklin County;925
35;OH;OH;Toledo;2632
35;OH;OH;St. Clair Township;2503
35;OH;OH;Richmond Heights;2224
35;OH;OH;Hockingport;1172
35;OH;OH;Fairview;847
35;OH;OH;Geneva Township;974
35;OH;OH;Franklinton;930
35;OH;OH;Englewood;804
35;OH;OH;Lancaster;1412
35;OH;OH;Butler Township;356
35;OH;OH;Tiffin;2626
35;OH;OH;Jeffersonville;1282
35;OH;OH;Circleville;485
35;OH;OH;Cincinnati;483
35;OH;OH;Barberton;154
35;OH;OH;Parma;2004
35;OH;OH;Trotwood;2650
35;OH;OH;Canton;391
35;OH;OH;Springfield;2490
35;OH;OH;Warren;2742
35;OH;OH;Southington;2466
35;OH;OH;Beverly;224
35;OH;OH;Jasper;1275
35;OH;OH;Sylvania Township;2578
35;OH;OH;Girard;989
35;OH;OH;Twinsburg;2671
35;OH;OH;Fairfield;838
35;OH;OH;Lima;1480
35;OH;OH;Powatan Point;2141
35;OH;OH;Brunswick;331
35;OH;OH;Ashville;103
35;OH;OH;Hilltop;1161
35;OH;OH;Union Township;2681
35;OH;OH;Brookville;325
35;OH;OH;Brooklyn;320
35;OH;OH;Rome;2260
35;OH;OH;Celina;431
35;OH;OH;Uniontown;2683
35;OH;OH;Fairborn;833
35;OH;OH;Kent;1330
35;OH;OH;Perry Township;2044
35;OH;OH;Findlay;862
35;OH;OH;Kettering;1334
35;OH;OH;Howland Township;1202
35;OH;OH;Wadsworth;2724
35;OH;OH;Euclid;818
35;OH;OH;Hudson;1204
35;OH;OH;Struthers;2547
35;OH;OH;Ashtabula;101
35;OH;OH;Sugarcreek;2554
35;OH;OH;Ashtabula Township;102
35;OH;OH;Steubenville;2531
35;OH;OH;Pike County;2066
35;OH;OH;Van Wert;2699
35;OH;OH;Vandalia;2701
35;OH;OH;Green;1041
35;OH;OH;Waverly;2773
35;OH;OH;Willoughby;2855
35;OH;OH;Whitehall;2840
35;OH;OH;New Straitsville;1822
35;OH;OH;Madison Township;1569
35;OH;OH;Medina;1645
35;OH;OH;Mt. Auburn;1771
35;OH;OH;Apple Creek;72
35;OH;OH;Elmwood Place;794
35;OH;OH;Dayton;651
35;OH;OH;Elyria;796
35;OH;OH;Harrison Township;1106
35;OH;OH;Colebrook Township;548
35;OH;OH;North Royalton;1876
35;OH;OH;Alliance;42
35;OH;OH;Columbus;565
35;OH;OH;Oak Hill;1888
35;OH;OH;Northwood;1880
35;OH;OH;Crawford County;603
35;OH;OH;Niles;1841
35;OH;OH;Martins Ferry;1611
35;OH;OH;Mansfield;1595
35;OH;OH;Westerville;2822
35;OH;OH;Westlake;2823
35;OH;OH;East Cleveland;734
35;OH;OH;Moraine;1745
35;OH;OH;Montpelier;1737
35;OH;OH;Miami Township;1670
35;OH;OH;Washington Court House;2753
35;OH;OH;Cleveland;519
35;OH;OH;Delaware;672
35;OH;OH;Hamilton;1081
35;OH;OH;Defiance;667
35;OH;OH;Zanesville;2912
35;OH;OH;Akron;22
36;OK;OK;Mannford;1592
36;OK;OK;Tishomingo;2629
36;OK;OK;Bethany;221
36;OK;OK;Jay;1276
36;OK;OK;Millerton;1689
36;OK;OK;Cookson;577
36;OK;OK;Fairland;843
36;OK;OK;Bixby;240
36;OK;OK;Norman;1854
36;OK;OK;Ada;9
36;OK;OK;Tom;2634
36;OK;OK;Grant;1030
36;OK;OK;Edmond;760
36;OK;OK;Midwest City;1683
36;OK;OK;Cache;366
36;OK;OK;Catoosa;422
36;OK;OK;Okarche;1909
36;OK;OK;Porteau;2126
36;OK;OK;Oaks;1899
36;OK;OK;Fairfax;837
36;OK;OK;Ponca City;2108
36;OK;OK;Okmulgee County;1913
36;OK;OK;Okmulgee;1912
36;OK;OK;Okemah;1910
36;OK;OK;Oklahoma City;1911
36;OK;OK;Norwood;1883
36;OK;OK;Sperry;2480
36;OK;OK;Cushing;624
36;OK;OK;Lawton;1444
36;OK;OK;Pryor;2159
36;OK;OK;Leedey;1454
36;OK;OK;Poteau;2133
36;OK;OK;Pottawatomie County;2137
36;OK;OK;Prague;2145
36;OK;OK;Tulsa;2662
36;OK;OK;Byng;360
36;OK;OK;Kellyville;1321
36;OK;OK;Rush Springs;2291
36;OK;OK;Sallisaw;2312
36;OK;OK;Broken Bow;314
36;OK;OK;Rufe;2289
36;OK;OK;Talihina;2585
36;OK;OK;McLoud;1633
36;OK;OK;Kansas;1310
36;OK;OK;Tahlequah;2583
36;OK;OK;Mustang;1783
36;OK;OK;Boswell;275
36;OK;OK;Schulter;2362
36;OK;OK;Sapulpa;2354
36;OK;OK;Fort Smith;906
36;OK;OK;Sand Springs;2335
36;OK;OK;Del City;668
36;OK;OK;Muskogee;1782
36;OK;OK;Stillwater;2533
36;OK;OK;Kiowa;1348
36;OK;OK;Bartlesville;163
36;OK;OK;Wewoka;2832
36;OK;OK;Claremore;495
36;OK;OK;Burns Flat;352
36;OK;OK;Wetumka;2831
36;OK;OK;Allen;39
36;OK;OK;Byars;359
36;OK;OK;Noble County;1845
36;OK;OK;Hominy;1190
36;OK;OK;The Village;2612
36;OK;OK;McAlester;1626
36;OK;OK;Wilburton;2847
36;OK;OK;Guthrie;1073
36;OK;OK;Miami;1666
36;OK;OK;Roland;2258
36;OK;OK;Bunch;343
36;OK;OK;Blackwell;246
36;OK;OK;Rogers County;2257
36;OK;OK;Moore;1741
36;OK;OK;Washita County;2755
36;OK;OK;Ardmore;80
36;OK;OK;Watts;2768
36;OK;OK;Coal County;534
36;OK;OK;Pittsburg;2084
36;OK;OK;Anadarko;52
36;OK;OK;Colbert;546
36;OK;OK;Pink;2080
36;OK;OK;Chickasha;472
36;OK;OK;Owasso;1956
36;OK;OK;Enid;807
36;OK;OK;Logan County;1512
36;OK;OK;Henryetta;1142
36;OK;OK;Vinita;2715
36;OK;OK;Wagoner;2725
36;OK;OK;Healdton;1127
36;OK;OK;Eufaula;819
37;OR;OR;Polk County;2103
37;OR;OR;Bandon;151
37;OR;OR;Josephine County;1300
37;OR;OR;Eugene;821
37;OR;OR;Silverton;2420
37;OR;OR;The Dalles;2611
37;OR;OR;Oregon City;1944
37;OR;OR;Burns;351
37;OR;OR;Springfield;2494
37;OR;OR;Ontario;1931
37;OR;OR;Tualatin;2655
37;OR;OR;West Linn;2808
37;OR;OR;Aloha;43
37;OR;OR;Grants Pass;1032
37;OR;OR;Welches;2787
37;OR;OR;Coos Bay;580
37;OR;OR;Cottage Grove;589
37;OR;OR;Wolf Creek;2878
37;OR;OR;Beaverton;188
37;OR;OR;Amity;51
37;OR;OR;Salem;2306
37;OR;OR;Seaside;2369
37;OR;OR;Medford;1643
37;OR;OR;Boring;272
37;OR;OR;Klamath Falls;1352
37;OR;OR;King City;1337
37;OR;OR;Central Point;434
37;OR;OR;Keizer;1320
37;OR;OR;Wilderville;2848
37;OR;OR;Bend;210
37;OR;OR;Sherwood;2408
37;OR;OR;Gresham;1061
37;OR;OR;McMinnville;1635
37;OR;OR;Dallas;633
37;OR;OR;Florence;878
37;OR;OR;Portland;2130
37;OR;OR;Cave Junction;423
37;OR;OR;Lincoln CIty;1484
37;OR;OR;Milwaukie;1696
37;OR;OR;Colton;556
37;OR;OR;Oakridge;1898
37;OR;OR;Hillsboro;1160
37;OR;OR;Washington County;2751
37;OR;OR;Clackamas County;491
38;PA;PA;Lewistown;1471
38;PA;PA;Upper Darby;2686
38;PA;PA;Mead Township;1637
38;PA;PA;Three Springs;2623
38;PA;PA;State College;2526
38;PA;PA;West Chester;2798
38;PA;PA;Franklin Township;929
38;PA;PA;Smithfield Township;2431
38;PA;PA;York County;2905
38;PA;PA;Forksville;890
38;PA;PA;Bristol Township;311
38;PA;PA;Dover Township;711
38;PA;PA;Pottstown;2138
38;PA;PA;Lancaster;1416
38;PA;PA;Philadelphia;2056
38;PA;PA;Forks Township;889
38;PA;PA;Union City;2677
38;PA;PA;Lancaster City;1417
38;PA;PA;Philadephia;2057
38;PA;PA;Chester;463
38;PA;PA;New Kensington;1815
38;PA;PA;Huntingdon County;1212
38;PA;PA;Ross Township;2274
38;PA;PA;Wilkinsburg;2851
38;PA;PA;Penn Hills;2035
38;PA;PA;Sharon;2391
38;PA;PA;Hummelstown;1209
38;PA;PA;Pittston;2087
38;PA;PA;Penn Township;2036
38;PA;PA;Old Forge;1916
38;PA;PA;Perryopolis;2045
38;PA;PA;Pittsburgh;2085
38;PA;PA;Harrisburg;1104
38;PA;PA;Bloomsburg;253
38;PA;PA;Avella;129
38;PA;PA;Fairchance;834
38;PA;PA;Shaler Township;2389
38;PA;PA;Hazleton;1126
38;PA;PA;Nelson Township;1801
38;PA;PA;Greensburg;1050
38;PA;PA;Volant;2720
38;PA;PA;Lower Macungie Township;1537
38;PA;PA;Canaan Township;389
38;PA;PA;Allentown;41
38;PA;PA;South Greensburg;2454
38;PA;PA;Lower Mount Bethel;1538
38;PA;PA;Plymouth Township;2097
38;PA;PA;Campbelltown;385
38;PA;PA;Manchester Township;1581
38;PA;PA;Prompton;2156
38;PA;PA;King of Prussia;1339
38;PA;PA;Abington Township;7
38;PA;PA;Union Township;2680
38;PA;PA;Mount Washington;1764
38;PA;PA;Canton Township;393
38;PA;PA;Lower Burrell;1536
38;PA;PA;Erie;810
38;PA;PA;York;2900
38;PA;PA;Johnstown;1293
38;PA;PA;Somerset;2447
38;PA;PA;East Stroudsburg;743
38;PA;PA;Washington;2750
38;PA;PA;Jim Thorpe;1287
38;PA;PA;Hanover Township;1096
38;PA;PA;Fort Littleton;898
38;PA;PA;Knoxville;1356
38;PA;PA;Chambersburg;439
38;PA;PA;Reading;2194
38;PA;PA;Germantown;977
38;PA;PA;Aspers;106
38;PA;PA;Stroudsburg;2546
38;PA;PA;Myerstown;1784
38;PA;PA;Straban Township;2542
38;PA;PA;South Whitehall Township;2463
38;PA;PA;Stewartstown;2532
39;RI;RI;Providence;2157
39;RI;RI;Pawtucket;2018
39;RI;RI;Tiverton;2631
40;SC;SC;Spartanburg;2476
40;SC;SC;Inman;1244
40;SC;SC;Lake City;1386
40;SC;SC;Florence;876
40;SC;SC;Dalzell;637
40;SC;SC;Pendleton;2034
40;SC;SC;Enoree;808
40;SC;SC;Sumter;2560
40;SC;SC;Sun City;2562
40;SC;SC;Darlington County;644
40;SC;SC;Myrtle Beach;1786
40;SC;SC;Swansea;2573
40;SC;SC;Surfside Beach;2569
40;SC;SC;Columbia;559
40;SC;SC;Easley;731
40;SC;SC;Cayce;424
40;SC;SC;Pelion;2027
40;SC;SC;Seneca;2382
40;SC;SC;Union County;2678
40;SC;SC;Walterboro;2736
40;SC;SC;Ladson;1376
40;SC;SC;Boiling Springs;262
40;SC;SC;Summerville;2559
40;SC;SC;Chesterfield County;465
40;SC;SC;Hartsville;1110
40;SC;SC;Pelzer;2029
40;SC;SC;Edmund;762
40;SC;SC;Landrum;1419
40;SC;SC;Andrews;58
40;SC;SC;Little Mountain;1496
40;SC;SC;Greenville;1052
40;SC;SC;Piedmont;2063
40;SC;SC;Anderson;57
40;SC;SC;Greenville County;1057
40;SC;SC;Simpsonville;2422
40;SC;SC;Goose Creek;1013
40;SC;SC;Aiken;19
40;SC;SC;Orangeburg;1941
40;SC;SC;Lancaster;1413
40;SC;SC;Lexington;1475
40;SC;SC;York;2902
40;SC;SC;Johnsonville;1292
40;SC;SC;Lexington County;1476
40;SC;SC;Johns Island;1289
40;SC;SC;Charleston;447
40;SC;SC;Moncks Corner;1711
40;SC;SC;Latta;1430
40;SC;SC;Camp Croft;382
40;SC;SC;North Charleston;1859
40;SC;SC;Hardeeville;1098
40;SC;SC;Campobello;387
40;SC;SC;James Island;1272
40;SC;SC;Huger;1206
40;SC;SC;Lake View;1397
40;SC;SC;Taylors;2596
40;SC;SC;Chester;462
40;SC;SC;Iva;1257
40;SC;SC;Blacksburg;245
40;SC;SC;Greenwood;1059
40;SC;SC;Belton;208
40;SC;SC;Horry County;1197
40;SC;SC;Irmo;1249
40;SC;SC;Fountain Inn;916
41;SD;SD;Rapid Valley;2190
41;SD;SD;Lead;1446
41;SD;SD;Parmelee;2005
41;SD;SD;Rapid City;2189
41;SD;SD;Mitchell;1704
41;SD;SD;Rosebud;2267
41;SD;SD;Box Elder;282
41;SD;SD;New Underwood;1823
41;SD;SD;Sioux Falls;2425
41;SD;SD;White Lake;2837
41;SD;SD;Kyle;1361
42;TN;TN;Clarkrange;500
42;TN;TN;300 block of State Line Road;0
42;TN;TN;Bon Aqua;266
42;TN;TN;Johnson City;1290
42;TN;TN;Sparta;2474
42;TN;TN;Somerville;2449
42;TN;TN;Jackson;1262
42;TN;TN;Morristown;1754
42;TN;TN;Clinton;521
42;TN;TN;Sevierville;2383
42;TN;TN;Walter Hill;2735
42;TN;TN;Bluff City;258
42;TN;TN;Memphis;1648
42;TN;TN;Blountville;254
42;TN;TN;South Knoxville;2456
42;TN;TN;Dyersburg;726
42;TN;TN;Alamo;23
42;TN;TN;Bethel Springs;222
42;TN;TN;Claiborne County;492
42;TN;TN;Franklin County;927
42;TN;TN;Dickson;695
42;TN;TN;Greenville;1054
42;TN;TN;Arlington;87
42;TN;TN;Smyrna;2435
42;TN;TN;Smith County;2430
42;TN;TN;Church Hill;482
42;TN;TN;Jonesborough;1297
42;TN;TN;Decatur County;663
42;TN;TN;Spring Hill;2486
42;TN;TN;Soddy Daisy;2443
42;TN;TN;Clarksville;505
42;TN;TN;Monteagle;1724
42;TN;TN;Soddy-Daisy;2444
42;TN;TN;Shelbyville;2402
42;TN;TN;Gallatin;957
42;TN;TN;Moscow;1756
42;TN;TN;Greeneville;1046
42;TN;TN;Franklin;921
42;TN;TN;East Ridge;741
42;TN;TN;Gray;1035
42;TN;TN;Livingston;1501
42;TN;TN;Bartlett;164
42;TN;TN;Cumberland County;620
42;TN;TN;Lewisburg;1470
42;TN;TN;Reagan;2195
42;TN;TN;Germantown;978
42;TN;TN;Chattanooga;455
42;TN;TN;Hamilton County;1084
42;TN;TN;Cheatham County;457
42;TN;TN;Antioch;67
42;TN;TN;Hendersonville;1138
42;TN;TN;Humboldt;1208
42;TN;TN;Maury County;1623
42;TN;TN;Etowah;817
42;TN;TN;Lakeland;1400
42;TN;TN;Maryville;1616
42;TN;TN;Bulls Gap;342
42;TN;TN;Rockwood;2256
42;TN;TN;Whitehaven;2841
42;TN;TN;Pigeon Forge;2065
42;TN;TN;Oneida;1928
42;TN;TN;Oak Ridge;1891
42;TN;TN;West Knox;2807
42;TN;TN;Collierville;550
42;TN;TN;Tullahoma;2661
42;TN;TN;Elizabethton;777
42;TN;TN;Lenoir City;1465
42;TN;TN;Elizabethon;776
42;TN;TN;Hixson;1170
42;TN;TN;Carthage;413
42;TN;TN;Raleigh;2177
42;TN;TN;Fairview;846
42;TN;TN;Cocke County;539
42;TN;TN;Counce;594
42;TN;TN;Gibson County;981
42;TN;TN;Ooltewah;1932
42;TN;TN;Charleston;446
42;TN;TN;Cosby;588
42;TN;TN;Lawrenceburg;1440
42;TN;TN;Hohenwald;1175
42;TN;TN;McMinnville;1634
42;TN;TN;Bradley County;289
42;TN;TN;Knoxville;1357
42;TN;TN;Columbia;558
42;TN;TN;Mt. Pleasant;1772
42;TN;TN;Nashville;1796
42;TN;TN;Winchester;2862
42;TN;TN;Sale Creek;2304
42;TN;TN;Bristol;309
42;TN;TN;Greenback;1043
42;TN;TN;Mufreesboro;1774
42;TN;TN;Estill Springs;815
42;TN;TN;DeKalb County;654
42;TN;TN;McLemoresville;1632
42;TN;TN;Newport;1831
42;TN;TN;Kingsport;1345
42;TN;TN;LaFollette;1370
43;TX;TX;Wimberley;2861
43;TX;TX;Galveston;959
43;TX;TX;Gilmer;987
43;TX;TX;Bacliff;140
43;TX;TX;Harmony;1101
43;TX;TX;Groveton;1065
43;TX;TX;Vernon;2705
43;TX;TX;Addison;11
43;TX;TX;Beckville;190
43;TX;TX;Stratford;2544
43;TX;TX;Gladewater;991
43;TX;TX;Giddings;982
43;TX;TX;Guadalupe County;1068
43;TX;TX;Henderson County;1135
43;TX;TX;Azle;136
43;TX;TX;Spring;2485
43;TX;TX;Hutchins;1225
43;TX;TX;Austin;128
43;TX;TX;Greenspoint;1051
43;TX;TX;Abilene;4
43;TX;TX;Harker Heights;1100
43;TX;TX;Weslaco;2794
43;TX;TX;Hurst;1224
43;TX;TX;Bedford;191
43;TX;TX;West Odessa;2812
43;TX;TX;Gonzales County;1008
43;TX;TX;Amarillo;48
43;TX;TX;Alvin;47
43;TX;TX;Grand Prairie;1024
43;TX;TX;Splendora;2481
43;TX;TX;Garland;965
43;TX;TX;Springtown;2496
43;TX;TX;Grand Prarie;1025
43;TX;TX;Arlington;86
43;TX;TX;Temple;2602
43;TX;TX;Irving;1251
43;TX;TX;Whitewright;2842
43;TX;TX;Beaumont;183
43;TX;TX;Watagua;2758
43;TX;TX;Waco;2722
43;TX;TX;Winters;2876
43;TX;TX;Watauga;2759
43;TX;TX;Tahoka;2584
43;TX;TX;Webster;2778
43;TX;TX;Wichita Falls;2846
43;TX;TX;Baytown;180
43;TX;TX;Bay City;178
43;TX;TX;Willis;2853
43;TX;TX;Fritch;943
43;TX;TX;Winnie;2869
43;TX;TX;Weatherford;2777
43;TX;TX;Fulshear;949
43;TX;TX;Humble;1207
43;TX;TX;Hereford;1145
43;TX;TX;Victoria;2708
43;TX;TX;Georgetown;975
43;TX;TX;Wink;2867
43;TX;TX;Huntsville;1218
43;TX;TX;Tomball;2635
43;TX;TX;Sunset;2567
43;TX;TX;Bellville;204
43;TX;TX;Allen;40
43;TX;TX;Balch Springs;147
43;TX;TX;Harris County;1103
43;TX;TX;The Colony;2610
43;TX;TX;Wolfe City;2879
43;TX;TX;Houston;1200
43;TX;TX;Friendswood;942
43;TX;TX;Terrell;2607
43;TX;TX;Sweetwater;2574
43;TX;TX;Wood County;2881
43;TX;TX;Hopkins County;1195
43;TX;TX;Fuqua;952
43;TX;TX;Freeport;936
43;TX;TX;Progreso;2155
43;TX;TX;Canutillo;395
43;TX;TX;League City;1448
43;TX;TX;Carrollton;408
43;TX;TX;Fairfield;840
43;TX;TX;Quanah;2166
43;TX;TX;Laredo;1425
43;TX;TX;Lantana;1423
43;TX;TX;Camp Wood;383
43;TX;TX;Quinlan;2171
43;TX;TX;Campbellton;384
43;TX;TX;Cedar Hill;427
43;TX;TX;Ponder;2109
43;TX;TX;Cedar Lake;428
43;TX;TX;Plano;2089
43;TX;TX;Nacogdoches;1787
43;TX;TX;Levelland;1468
43;TX;TX;DeSoto;657
43;TX;TX;Poteet;2134
43;TX;TX;Port Arthur;2114
43;TX;TX;Leon County;1467
43;TX;TX;Myra;1785
43;TX;TX;Rosser;2275
43;TX;TX;Round Rock;2281
43;TX;TX;Rosenberg;2270
43;TX;TX;Lake Jackson;1393
43;TX;TX;Brookshire;322
43;TX;TX;Floresville;879
43;TX;TX;Saginaw;2301
43;TX;TX;Dilley;696
43;TX;TX;La Marque;1364
43;TX;TX;Denton;680
43;TX;TX;La Porte;1368
43;TX;TX;Reno;2208
43;TX;TX;Del Rio;670
43;TX;TX;Mesquite;1662
43;TX;TX;Farmers Branch;851
43;TX;TX;Refugio;2205
43;TX;TX;Lancaster;1414
