idEstado;Count.state;o.Count.state;o.estados.city;o.idCity
9;FL;FL;Cocoa Beach;541
9;FL;FL;Orange Park;1940
9;FL;FL;Orange County;1939
9;FL;FL;Orange City;1938
9;FL;FL;Opa-Locka;1933
9;FL;FL;Wellington;2789
10;GA;GA;Forest Park;886
10;GA;GA;Henry County;1140
10;GA;GA;Franklin;922
10;GA;GA;Hall County;1079
10;GA;GA;Johns Creek;1288
10;GA;GA;Hampton;1089
10;GA;GA;Jesup;1286
10;GA;GA;Kingsland;1344
10;GA;GA;Habersham;1074
10;GA;GA;LaGrange;1371
10;GA;GA;Fort Valley;909
10;GA;GA;Floyd County;882
10;GA;GA;Hiram;1167
10;GA;GA;Hogansville;1174
10;GA;GA;Greenville;1056
10;GA;GA;Glenwood;1000
10;GA;GA;Glennville;997
10;GA;GA;Grovetown;1066
10;GA;GA;Jackson;1261
10;GA;GA;Gainesville;956
10;GA;GA;Griffin;1063
10;GA;GA;Lake Lanier;1394
10;GA;GA;Carroll County;406
10;GA;GA;Carrollton;407
10;GA;GA;Calhoun;375
10;GA;GA;Carnesville;403
10;GA;GA;Porterdale;2127
10;GA;GA;Acworth;8
10;GA;GA;Powder Springs;2143
10;GA;GA;Cartersville;412
10;GA;GA;Rockville;2253
10;GA;GA;Brunswick;332
10;GA;GA;Roswell;2278
10;GA;GA;Rossville;2276
10;GA;GA;Rincon;2229
10;GA;GA;Byron;363
10;GA;GA;Buford;339
10;GA;GA;Riverdale;2236
10;GA;GA;Leesburg;1456
10;GA;GA;Cobb County;536
10;GA;GA;Claxton;507
10;GA;GA;Clayton;510
10;GA;GA;Commerce;567
10;GA;GA;Conyers;576
10;GA;GA;Cochran;537
10;GA;GA;Columbus;564
10;GA;GA;Chatham County;453
10;GA;GA;Pearson;2025
10;GA;GA;Cedartown;430
10;GA;GA;Chamblee;440
10;GA;GA;Chickamauga;471
10;GA;GA;Clarkesville;499
10;GA;GA;Peachtree City;2020
10;GA;GA;Paulding County;2016
10;GA;GA;Brooklet;317
10;GA;GA;Atlanta;111
10;GA;GA;Augusta;120
10;GA;GA;Valdosta;2692
10;GA;GA;Athens;109
10;GA;GA;Austell;125
10;GA;GA;Bainbridge;144
10;GA;GA;Union City;2675
10;GA;GA;Tyrone;2673
10;GA;GA;Woodstock;2889
10;GA;GA;Albany;27
10;GA;GA;Adel;12
10;GA;GA;Woodville;2891
10;GA;GA;Arlington;84
10;GA;GA;Walton County;2739
10;GA;GA;Whitfield County;2843
10;GA;GA;White;2836
10;GA;GA;Snellville;2438
10;GA;GA;Smyrna;2434
10;GA;GA;Spalding County;2467
10;GA;GA;Bibb County;228
10;GA;GA;Sandy Springs;2339
10;GA;GA;Salacoa;2303
10;GA;GA;Savannah;2358
10;GA;GA;Bonaire;267
10;GA;GA;Thomas County;2614
10;GA;GA;Talking Rock;2586
10;GA;GA;Thomasville;2617
10;GA;GA;Barrow County;161
10;GA;GA;Stone Mountain;2540
10;GA;GA;Stockbridge;2535
10;GA;GA;Sylvester;2579
10;GA;GA;Sylvania;2577
10;GA;GA;Dalton;634
10;GA;GA;Macon;1560
10;GA;GA;Elberton;772
10;GA;GA;Eden;754
10;GA;GA;Marietta;1599
10;GA;GA;Mableton;1558
10;GA;GA;Newnan;1830
10;GA;GA;Lumpkin;1549
10;GA;GA;Cumming;623
10;GA;GA;Moultrie;1759
10;GA;GA;Cuthbert;625
10;GA;GA;Monroe;1715
10;GA;GA;Molena;1709
10;GA;GA;Monticello;1736
10;GA;GA;Morrow;1755
10;GA;GA;Decatur;662
10;GA;GA;Douglas;705
10;GA;GA;DeKalb County;653
10;GA;GA;McIntosh County;1629
10;GA;GA;East Point;740
10;GA;GA;Douglasville;707
10;GA;GA;Dunwoody;721
10;GA;GA;Port Wentworth;2123
10;GA;GA;Loganville;1514
10;GA;GA;Locust Grove;1507
10;GA;GA;Lawrenceville;1442
10;GA;GA;Lizella;1504
10;GA;GA;Covington;600
10;GA;GA;Ludowici;1545
10;GA;GA;Dahlonega;628
10;GA;GA;Norcross;1852
11;HI;HI;Kalihi;1309
11;HI;HI;Puna;2163
11;HI;HI;Hilo;1163
11;HI;HI;Honolulu;1191
11;HI;HI;Kahuku;1307
11;HI;HI;Aiea;18
11;HI;HI;North Shore;1877
11;HI;HI;Pahoa;1972
11;HI;HI;Maui;1621
11;HI;HI;Nanakuli;1789
11;HI;HI;Wailuku;2726
11;HI;HI;Keaau;1316
11;HI;HI;Papaaloa;1992
12;IA;IA;Des Moines;686
12;IA;IA;West Burlington;2797
12;IA;IA;Urbandale;2687
12;IA;IA;Moorland;1743
12;IA;IA;Webster City;2780
12;IA;IA;Sioux City;2424
12;IA;IA;Wellman;2791
12;IA;IA;West Des Moines;2800
12;IA;IA;Altoona;46
12;IA;IA;Ankeny;60
12;IA;IA;Bettendorf;223
12;IA;IA;Boone;269
12;IA;IA;Clinton;527
12;IA;IA;Fort Dodge;896
12;IA;IA;Dakota City;629
12;IA;IA;Council Bluffs;596
12;IA;IA;North English;1861
12;IA;IA;Nashua;1795
12;IA;IA;Cedar Rapids;429
12;IA;IA;Davenport;645
12;IA;IA;Fort Madison;900
12;IA;IA;Creston;608
12;IA;IA;Burlington;348
12;IA;IA;Panora;1990
13;ID;ID;Pocatello;2100
13;ID;ID;Melba;1646
13;ID;ID;Meridian;1655
13;ID;ID;Preston;2149
13;ID;ID;Wendell;2793
13;ID;ID;Gooding;1010
13;ID;ID;Weippe;2783
13;ID;ID;Boise;263
13;ID;ID;Hammett;1085
13;ID;ID;Nampa;1788
13;ID;ID;Homedale;1185
13;ID;ID;Coolin;578
13;ID;ID;Sandpoint;2337
13;ID;ID;Caldwell;371
13;ID;ID;Mountain Home;1766
13;ID;ID;Jefferson County;1279
13;ID;ID;Idaho Falls;1229
13;ID;ID;Kuna;1360
13;ID;ID;Rigby;2228
13;ID;ID;Coeur d'Alene;543
13;ID;ID;Blackfoot;243
13;ID;ID;Rexburg;2213
13;ID;ID;Council;595
13;ID;ID;Middleton;1675
13;ID;ID;Garden City;960
14;IL;IL;Washington Park;2754
14;IL;IL;Villa Park;2711
14;IL;IL;Waukegan;2769
14;IL;IL;North Aurora;1856
14;IL;IL;North Riverside;1875
14;IL;IL;Gurnee;1072
14;IL;IL;Lansing;1420
14;IL;IL;Lawndale;1435
14;IL;IL;Zion;2913
14;IL;IL;Joilet;1294
14;IL;IL;Jerseyville;1285
14;IL;IL;Lisle;1492
14;IL;IL;Joliet;1295
14;IL;IL;Harvey;1112
14;IL;IL;Rantoul;2188
14;IL;IL;Round Lake;2280
14;IL;IL;Hurst;1223
14;IL;IL;Metropolis;1664
14;IL;IL;Quincy;2169
14;IL;IL;Shawnee National Forest;2393
14;IL;IL;Rock Falls;2248
14;IL;IL;River Forest;2234
14;IL;IL;Robbins;2245
14;IL;IL;Richton Park;2225
14;IL;IL;Rockford;2250
14;IL;IL;Rock Island;2249
14;IL;IL;Lyons;1556
14;IL;IL;Mackinaw;1559
14;IL;IL;Macoupin County;1562
14;IL;IL;Lakemoor;1401
14;IL;IL;Nokomis;1849
14;IL;IL;Peoria;2041
14;IL;IL;Stockton;2537
14;IL;IL;Springfield;2492
14;IL;IL;South Elgin;2452
14;IL;IL;Maeystown;1570
14;IL;IL;Marion;1604
14;IL;IL;Markham;1606
14;IL;IL;East St. Louis;742
14;IL;IL;Benton;211
14;IL;IL;Beach Park;181
14;IL;IL;Dalton;635
14;IL;IL;Clinton;526
14;IL;IL;Belleville;200
14;IL;IL;Bridgeview;306
14;IL;IL;Des Plaines;688
14;IL;IL;Geneseo;971
14;IL;IL;Arcola;79
14;IL;IL;Bloomingdale;250
14;IL;IL;Deerfield;666
14;IL;IL;Chicago;469
14;IL;IL;Antioch;66
14;IL;IL;Alton;45
14;IL;IL;Aurora;123
14;IL;IL;Elgin;775
14;IL;IL;Danville;640
14;IL;IL;Dolton;701
14;IL;IL;Chicago Heights;470
14;IL;IL;Forest Park;887
15;IN;IN;Oakland City;1896
15;IN;IN;Avon;131
15;IN;IN;New Albany;1805
15;IN;IN;Elkhart;782
15;IN;IN;Portland;2129
15;IN;IN;Seymour;2386
15;IN;IN;Lafayette;1378
15;IN;IN;Monroe County;1719
15;IN;IN;Carmel;401
15;IN;IN;Evansville;827
15;IN;IN;Harmony;1102
15;IN;IN;Brookville;326
15;IN;IN;South Bend;2450
15;IN;IN;Harrison County;1105
15;IN;IN;Dearborn County;660
15;IN;IN;Columbua;563
15;IN;IN;Fort Wayne;912
15;IN;IN;Clarksville;503
15;IN;IN;Brownstown;328
15;IN;IN;Merrillville;1659
15;IN;IN;New Castle;1810
15;IN;IN;English;806
15;IN;IN;Henry County;1141
15;IN;IN;Goshen;1016
15;IN;IN;Kennard;1325
15;IN;IN;Vincennes;2712
15;IN;IN;Shelbyville;2399
15;IN;IN;Crown Point;613
15;IN;IN;Dyer;725
15;IN;IN;Fishers;864
15;IN;IN;Walton;2738
15;IN;IN;Muncie;1778
15;IN;IN;Huntington;1214
15;IN;IN;Sullivan;2555
15;IN;IN;North Manchester;1870
15;IN;IN;Springville;2497
15;IN;IN;Randolph County;2186
15;IN;IN;Kokomo;1358
15;IN;IN;Greenwood;1058
15;IN;IN;Beech Grove;192
15;IN;IN;Gary;966
15;IN;IN;Lawrenceburg;1439
15;IN;IN;French Lick;938
15;IN;IN;Knox;1353
15;IN;IN;Indianapolis;1238
15;IN;IN;Salem;2305
15;IN;IN;Lawrence;1436
15;IN;IN;West Terre Haute;2818
15;IN;IN;Owen County;1957
15;IN;IN;South Haven;2455
15;IN;IN;Jeffersonville;1281
15;IN;IN;Crawfordsville;604
15;IN;IN;Portage;2124
15;IN;IN;Hanover;1094
15;IN;IN;Terre Haute;2606
15;IN;IN;Boonville;271
15;IN;IN;Memphis;1649
15;IN;IN;Monon;1713
16;KS;KS;Pratt;2146
16;KS;KS;Lehigh;1458
16;KS;KS;Kansas City;1311
16;KS;KS;Hutchinson;1227
16;KS;KS;Finney County;863
16;KS;KS;Lawrence;1437
16;KS;KS;Gardner;963
16;KS;KS;Junction City;1303
16;KS;KS;Topeka;2639
16;KS;KS;Chetopa;467
16;KS;KS;Medicine Lodge;1644
16;KS;KS;McPherson;1636
16;KS;KS;Hesston;1152
16;KS;KS;Leavenworth;1450
16;KS;KS;Udall;2674
16;KS;KS;Manhattan;1586
16;KS;KS;Assaria;107
16;KS;KS;Hays;1122
16;KS;KS;Rosalia;2264
16;KS;KS;Wamego;2740
16;KS;KS;Salina;2308
16;KS;KS;Olathe;1914
16;KS;KS;Wichita;2845
16;KS;KS;Newton;1834
16;KS;KS;Colby;547
16;KS;KS;Overland Park;1954
17;KY;KY;Gray;1036
17;KY;KY;Berea;217
17;KY;KY;Booneville;270
17;KY;KY;Muhlenberg County;1775
17;KY;KY;Pippa Passes;2082
17;KY;KY;Bowling Green;281
17;KY;KY;Bremen;298
17;KY;KY;Elsmere;795
17;KY;KY;Scottsville;2366
17;KY;KY;Bardstown;157
17;KY;KY;Ludlow;1544
17;KY;KY;Barbourville;156
17;KY;KY;Owensboro;1958
17;KY;KY;Pine Top;2074
17;KY;KY;Bonnyman;268
17;KY;KY;Baxter;176
17;KY;KY;Scott County;2363
17;KY;KY;Brodhead;313
17;KY;KY;Fulton;951
17;KY;KY;Princeton;2152
17;KY;KY;Lawrenceburg;1441
17;KY;KY;Elkton;790
17;KY;KY;Russellville;2294
17;KY;KY;Martin County;1609
17;KY;KY;Carter County;411
17;KY;KY;Wolfe County;2880
17;KY;KY;Leitchfield;1460
17;KY;KY;Jackson County;1265
17;KY;KY;Gunlock;1070
17;KY;KY;Knox County;1354
17;KY;KY;White Plains;2838
17;KY;KY;Williamsburg;2852
17;KY;KY;Cumberland County;622
17;KY;KY;Bell County;197
17;KY;KY;Daviess County;649
17;KY;KY;Dexter;693
17;KY;KY;Wilmore;2859
17;KY;KY;Sharpsburg;2392
17;KY;KY;Trosper;2649
17;KY;KY;London;1518
17;KY;KY;Hebron;1128
17;KY;KY;East Bernstadt;733
17;KY;KY;Montgomery Creek;1734
17;KY;KY;Phelps;2054
17;KY;KY;Paducah;1971
17;KY;KY;Louisville;1529
17;KY;KY;Utica;2688
17;KY;KY;Nicholasville;1839
17;KY;KY;Shelbyville;2400
17;KY;KY;Oil Springs;1908
17;KY;KY;Fisty;865
17;KY;KY;Shepherdsville;2404
17;KY;KY;Warren County;2745
17;KY;KY;Hiseville;1169
17;KY;KY;Burkesville;346
17;KY;KY;Flatwoods;868
17;KY;KY;Richmond;2221
17;KY;KY;Edmonton;761
17;KY;KY;Crestwood;609
17;KY;KY;Christian County;479
17;KY;KY;Georgetown;976
17;KY;KY;Elizabethtown;779
17;KY;KY;Wayne County;2775
17;KY;KY;McCracken County;1627
17;KY;KY;Paris;1995
17;KY;KY;Morehead;1746
17;KY;KY;Lancaster;1411
17;KY;KY;Simpsonsville;2421
17;KY;KY;Chavies;456
17;KY;KY;Owingsville;1960
17;KY;KY;Trigg County;2646
17;KY;KY;Shelby Gap;2397
18;LA;LA;Lafayette;1379
18;LA;LA;Cade;368
18;LA;LA;St. Helena Parish;2508
18;LA;LA;Keithville;1319
18;LA;LA;Lacombe;1374
18;LA;LA;Pride;2151
18;LA;LA;Kenner;1326
18;LA;LA;Covington;599
18;LA;LA;Bossier City;273
18;LA;LA;New Iberia;1814
18;LA;LA;Coushatta;597
18;LA;LA;Jefferson Parish;1280
18;LA;LA;Caddo Parish;367
18;LA;LA;Bogalusa;261
18;LA;LA;Slidell;2428
18;LA;LA;Bernice;220
18;LA;LA;New Llano;1816
18;LA;LA;Marksville;1607
18;LA;LA;Lakes Charles;1402
18;LA;LA;Raceland;2172
18;LA;LA;Lake Charles;1385
18;LA;LA;Crowley;612
18;LA;LA;Franklin;920
18;LA;LA;Breaux Bridge;297
18;LA;LA;New Orleans;1819
18;LA;LA;Ragley;2174
18;LA;LA;Hammond;1086
18;LA;LA;West Monroe;2811
18;LA;LA;Winn Parish;2868
18;LA;LA;Avondale;135
18;LA;LA;Terrytown;2608
18;LA;LA;Ethel;816
18;LA;LA;West Ouachita;2814
18;LA;LA;Gibson;980
18;LA;LA;Baton Rouge;174
18;LA;LA;Bastrop;171
18;LA;LA;Winnsboro;2870
18;LA;LA;Homer;1186
18;LA;LA;Alexandria;35
18;LA;LA;Ouachita Parish;1953
18;LA;LA;Treme;2642
18;LA;LA;Evangeline Parish;825
18;LA;LA;Whitehall;2839
18;LA;LA;Livingston Parish;1503
18;LA;LA;East Baton Rouge;732
18;LA;LA;Clinton;522
18;LA;LA;Mandeville;1584
18;LA;LA;Amite;50
18;LA;LA;Goodbee;1009
18;LA;LA;Converse;575
18;LA;LA;Haughton;1115
18;LA;LA;Houma;1199
18;LA;LA;Metairie;1663
18;LA;LA;DeRidder;656
18;LA;LA;St. Tammany Parish;2518
18;LA;LA;Iota;1247
18;LA;LA;Harvey;1111
18;LA;LA;Port Allen;2113
18;LA;LA;Port Barre;2115
18;LA;LA;Lincoln Parish;1486
18;LA;LA;Gretna;1062
18;LA;LA;Shreveport;2413
18;LA;LA;Plaquemine;2092
18;LA;LA;Pineville;2078
18;LA;LA;Denham Springs;679
18;LA;LA;Monroe;1718
18;LA;LA;Mamou;1576
18;LA;LA;Chalmette;438
19;MA;MA;West Springfield;2817
19;MA;MA;Lowell;1534
19;MA;MA;Auburn;117
19;MA;MA;Boston;274
19;MA;MA;Westborough;2821
19;MA;MA;Weymouth;2833
19;MA;MA;Braintree;290
19;MA;MA;Brockton;312
19;MA;MA;Taunton;2595
19;MA;MA;Newbury;1828
19;MA;MA;Spencer;2479
19;MA;MA;Roslindale;2273
19;MA;MA;Webster;2779
19;MA;MA;Brookline;318
19;MA;MA;Everett;829
19;MA;MA;Pittsfield;2086
19;MA;MA;Fall River;849
19;MA;MA;Beverly;225
19;MA;MA;Milford;1685
19;MA;MA;Revere;2212
19;MA;MA;Lynn;1553
19;MA;MA;Reading;2193
19;MA;MA;Oxford;1962
19;MA;MA;Winchester;2865
19;MA;MA;Tewksbury;2609
20;MD;MD;Columbia;557
20;MD;MD;Owings Mills;1959
20;MD;MD;La Plata;1367
20;MD;MD;District Heights;700
20;MD;MD;Elkton;788
20;MD;MD;Abingdon;5
20;MD;MD;Elkridge;787
20;MD;MD;Woodlawn;2888
20;MD;MD;Rosedale;2268
20;MD;MD;Westminster;2826
20;MD;MD;Fort Meade;901
20;MD;MD;Salisbury;2311
20;MD;MD;Greenbelt;1044
20;MD;MD;Overlea;1955
20;MD;MD;Mt Airy;1769
20;MD;MD;Linthicum;1490
20;MD;MD;Temple Hills;2603
20;MD;MD;Sparks;2471
20;MD;MD;Reisterstown;2206
20;MD;MD;Baltimore;150
20;MD;MD;Pikesville;2067
20;MD;MD;Thurmont;2624
20;MD;MD;Landover;1418
20;MD;MD;Capitol Heights;399
20;MD;MD;Hyattsville;1228
20;MD;MD;Potomac;2135
20;MD;MD;Davidsonville;647
20;MD;MD;Lexington Park;1477
20;MD;MD;Randallstown;2185
20;MD;MD;Frederick;932
20;MD;MD;Bel Air;193
20;MD;MD;North East;1860
20;MD;MD;Emmitsburg;799
20;MD;MD;Fort Washington;911
20;MD;MD;Clinton;520
20;MD;MD;Rockville;2254
20;MD;MD;Oxon Hill;1965
20;MD;MD;Havre de Grace;1116
20;MD;MD;Middle River;1673
20;MD;MD;Dundalk;718
20;MD;MD;Montgomery Village;1735
20;MD;MD;Parkville;2003
20;MD;MD;Little Orleans;1497
20;MD;MD;Rising Sun;2232
20;MD;MD;Phoenix;2059
20;MD;MD;Silver Spring;2418
20;MD;MD;Chestertown;466
20;MD;MD;Glen Burnie;992
20;MD;MD;Essex;814
21;ME;ME;Presque Isle;2148
21;ME;ME;Portland;2131
21;ME;ME;Orrington;1950
21;ME;ME;Limerick;1481
21;ME;ME;Oakfield;1894
21;ME;ME;Old Town;1919
21;ME;ME;Smyrna;2433
21;ME;ME;Naples;1792
21;ME;ME;Madison;1566
21;ME;ME;Auburn;116
21;ME;ME;Bangor;152
21;ME;ME;Wales;2730
21;ME;ME;Gorham;1015
21;ME;ME;Minot;1698
21;ME;ME;Vassalboro;2702
21;ME;ME;Belgrade;195
21;ME;ME;Waldoboro;2729
21;ME;ME;Hiram;1168
21;ME;ME;Arundel;92
22;MI;MI;Benton Township;215
22;MI;MI;Troy;2652
22;MI;MI;St. Clair Shores;2502
22;MI;MI;Benton Harbor;214
22;MI;MI;Hessel;1151
22;MI;MI;Pavilion Township;2017
22;MI;MI;Redford Township;2200
22;MI;MI;Southfield;2465
22;MI;MI;Union Township;2682
22;MI;MI;Pennfield Township;2037
22;MI;MI;Columbia Township;562
22;MI;MI;Lansing;1421
22;MI;MI;Oak Park;1889
22;MI;MI;Inkster;1243
22;MI;MI;Beaverton;187
22;MI;MI;Portage;2125
22;MI;MI;Bay City;177
22;MI;MI;Genesee Township;970
22;MI;MI;Manistee;1588
22;MI;MI;Plymouth Township;2098
22;MI;MI;Belleville;201
22;MI;MI;Gaines Township;954
22;MI;MI;Cato Township;421
22;MI;MI;Lincoln Township;1487
22;MI;MI;Trenton;2645
22;MI;MI;Dearborn Heights;661
22;MI;MI;Jackson;1260
22;MI;MI;Bagley Township;141
22;MI;MI;Holland Township;1178
22;MI;MI;St. Joseph County;2512
22;MI;MI;Battle Creek;175
22;MI;MI;Dearborn;659
22;MI;MI;St. Joseph;2510
22;MI;MI;Ishpeming Township;1253
22;MI;MI;Romulus;2261
22;MI;MI;Grand Rapids;1026
22;MI;MI;Algoma Township;37
22;MI;MI;West Olive;2813
22;MI;MI;Eckford Township;752
22;MI;MI;Warren;2743
22;MI;MI;Shelby Township;2398
22;MI;MI;Waterford Township;2763
22;MI;MI;Bloomfield Township;249
22;MI;MI;Kentwood;1332
22;MI;MI;Wyoming;2892
22;MI;MI;Saginaw;2302
22;MI;MI;Roxand Township;2284
22;MI;MI;Royal Oak;2287
22;MI;MI;Detroit;691
22;MI;MI;Eaton Rapids Township;748
22;MI;MI;Sebewaing;2372
22;MI;MI;Flint;871
22;MI;MI;Brighton Township;308
22;MI;MI;Walloon Lake;2732
22;MI;MI;Kalamazoo;1308
22;MI;MI;Marine City;1601
22;MI;MI;Marion;1602
22;MI;MI;Blackman Township;244
22;MI;MI;Eaton County;747
22;MI;MI;Midland;1678
22;MI;MI;Delta Township;675
23;MN;MN;Vineland;2714
23;MN;MN;Cohasset;545
23;MN;MN;Virginia;2716
23;MN;MN;Aitkin;21
23;MN;MN;Chanhassen;442
23;MN;MN;Hermantown;1146
23;MN;MN;Minneapolis;1697
23;MN;MN;Plymouth;2096
23;MN;MN;Morris;1751
23;MN;MN;Hutchinson;1226
23;MN;MN;Columbia Heights;561
23;MN;MN;Peterson;2050
23;MN;MN;Chaska;452
23;MN;MN;Austin;127
23;MN;MN;Gilbert;985
23;MN;MN;Hastings;1113
23;MN;MN;Backus;139
23;MN;MN;Albert Lea;28
23;MN;MN;Vadnais Heights;2690
23;MN;MN;Eagan;727
23;MN;MN;Pine County;2072
23;MN;MN;Alexandria;34
23;MN;MN;Mora;1744
23;MN;MN;Mankato;1590
23;MN;MN;Burnsville;354
23;MN;MN;Lakeville;1405
23;MN;MN;St. James;2509
23;MN;MN;St. Paul;2516
23;MN;MN;St. Louis Park;2514
23;MN;MN;Lake Elmo;1387
23;MN;MN;Falcon Heights;848
23;MN;MN;Fairmont;845
23;MN;MN;Fridley;940
23;MN;MN;New Hope;1813
23;MN;MN;Bloomington;252
23;MN;MN;Shakopee;2388
23;MN;MN;St. Cloud;2504
23;MN;MN;Crystal;615
23;MN;MN;North Branch;1858
23;MN;MN;Miltona;1694
23;MN;MN;Stillwater;2534
23;MN;MN;Coon Rapids;579
23;MN;MN;Roseville;2272
23;MN;MN;Brooklyn Center;321
23;MN;MN;Richfield;2217
23;MN;MN;Bemidji;209
24;MO;MO;Hayti;1123
24;MO;MO;McDowell;1628
24;MO;MO;Joplin;1299
24;MO;MO;Republic;2210
24;MO;MO;Columbia;560
24;MO;MO;Odessa;1905
24;MO;MO;Ozark;1968
24;MO;MO;Lampe;1410
24;MO;MO;Lakeshire;1404
24;MO;MO;Bismarck;238
24;MO;MO;Buffalo;338
24;MO;MO;Kansas City;1312
24;MO;MO;Maysville;1624
24;MO;MO;Greene County;1045
24;MO;MO;Maryland Heights;1612
24;MO;MO;Monett;1712
24;MO;MO;Clinton;528
24;MO;MO;Cuba;617
24;MO;MO;Florissant;881
24;MO;MO;Affton;15
24;MO;MO;Adrian;14
24;MO;MO;Sedalia;2375
24;MO;MO;North St. Louis;1878
24;MO;MO;Blue Springs;255
24;MO;MO;Harrisonville;1108
24;MO;MO;Webster Groves;2781
24;MO;MO;Blue Summit;256
24;MO;MO;Wheeling;2834
24;MO;MO;Old Mines;1917
24;MO;MO;Grandview;1028
24;MO;MO;Big Bear;229
24;MO;MO;St. Joseph;2511
24;MO;MO;Lebanon;1451
24;MO;MO;Lee's Summit;1453
24;MO;MO;St. Louis;2513
24;MO;MO;Barton County;166
24;MO;MO;Cape Girardeau;398
24;MO;MO;Cotter;590
24;MO;MO;Leadwood;1447
24;MO;MO;Mountain Grove;1765
24;MO;MO;Holt;1183
24;MO;MO;Liberty;1478
24;MO;MO;Sugar Creek;2552
24;MO;MO;Poplar Bluff;2112
24;MO;MO;Independence;1234
24;MO;MO;Everton;830
24;MO;MO;Belton;207
24;MO;MO;O'Fallon;1885
24;MO;MO;Fulton;950
24;MO;MO;Sullivan;2556
24;MO;MO;Carthage;414
24;MO;MO;Neosho;1802
24;MO;MO;University City;2684
24;MO;MO;Aurora;124
24;MO;MO;Johnson County;1291
24;MO;MO;Jefferson City;1278
24;MO;MO;Nevada;1804
24;MO;MO;Franklin County;928
24;MO;MO;Raytown;2192
24;MO;MO;Jennings;1283
24;MO;MO;Pettis County;2052
24;MO;MO;Chesterfield;464
24;MO;MO;St. Charles County;2501
24;MO;MO;Jackson;1263
24;MO;MO;St Louis;2499
24;MO;MO;Springfield;2491
25;MS;MS;Moss Point;1758
25;MS;MS;Monroe County;1720
25;MS;MS;Neshoba County;1803
25;MS;MS;Madison County;1568
25;MS;MS;Columbus;566
25;MS;MS;Meridian;1656
25;MS;MS;DeSoto County;658
25;MS;MS;Tate County;2594
25;MS;MS;Barton;165
25;MS;MS;Lauderdale County;1431
25;MS;MS;Stone County;2539
25;MS;MS;Gautier;969
25;MS;MS;Hinds County;1165
25;MS;MS;Walls;2733
25;MS;MS;Tupelo;2664
25;MS;MS;Horn Lake;1196
25;MS;MS;Pontotoc County;2110
25;MS;MS;St. Martin;2515
25;MS;MS;Brookhaven;316
25;MS;MS;Biloxi;235
25;MS;MS;Ruth;2296
25;MS;MS;Braxton;294
25;MS;MS;Smithville;2432
25;MS;MS;Iuka;1256
25;MS;MS;Fayette;856
25;MS;MS;Jackson;1259
25;MS;MS;Florence;874
25;MS;MS;Southaven;2464
25;MS;MS;Grenada;1060
25;MS;MS;Greenville;1055
25;MS;MS;Collinsville;551
25;MS;MS;Pearl;2022
25;MS;MS;Gulfport;1069
25;MS;MS;Lucedale;1542
25;MS;MS;Lumberton;1548
25;MS;MS;Clarksdale;502
25;MS;MS;Clinton;523
25;MS;MS;Oxford;1963
25;MS;MS;Hancock County;1091
25;MS;MS;Pascagoula;2009
25;MS;MS;Water Valley;2761
25;MS;MS;Hattiesburg;1114
25;MS;MS;Wesson;2795
25;MS;MS;Petal;2048
25;MS;MS;Pearl River County;2023
25;MS;MS;Pelehatchie;2026
26;MT;MT;Helena;1129
26;MT;MT;Dillon;697
26;MT;MT;Shelby;2396
26;MT;MT;Bozeman;286
26;MT;MT;Great Falls;1038
26;MT;MT;Superior;2568
26;MT;MT;Huntley;1217
26;MT;MT;Missoula;1702
26;MT;MT;Billings;234
26;MT;MT;Bigfork;233
26;MT;MT;Three Forks;2621
26;MT;MT;Livingston;1502
26;MT;MT;Malta;1575
26;MT;MT;Philipsburg;2058
26;MT;MT;Lewistown;1472
26;MT;MT;Lodge Grass;1508
26;MT;MT;Butte;357
26;MT;MT;Flathead County;867
27;NC;NC;Pinnacle;2081
27;NC;NC;Watauga County;2760
27;NC;NC;Washington;2748
27;NC;NC;Pleasant Hill;2093
27;NC;NC;Mooresville;1742
27;NC;NC;Asheboro;97
27;NC;NC;Ashe County;96
27;NC;NC;Asheville;98
27;NC;NC;Polkton;2104
27;NC;NC;Union Grove;2679
27;NC;NC;Wake County;2727
27;NC;NC;Wake Forest;2728
27;NC;NC;Wadesboro;2723
27;NC;NC;Morganton;1749
27;NC;NC;WInston Salem;2721
27;NC;NC;Parkton;2002
27;NC;NC;Winston-Salem;2874
27;NC;NC;Peachland;2019
27;NC;NC;Wilson;2860
27;NC;NC;Clinton;524
27;NC;NC;Cofield;544
27;NC;NC;Greensboro;1049
27;NC;NC;Aberdeen;3
27;NC;NC;Mocksville;1706
27;NC;NC;Apex;70
27;NC;NC;Anson County;62
27;NC;NC;Archdale;78
27;NC;NC;Charlotte;449
27;NC;NC;Wilkesboro;2850
27;NC;NC;Wilmington;2857
27;NC;NC;Welcome;2788
27;NC;NC;Monroe;1716
27;NC;NC;Rowland;2283
27;NC;NC;Ronda;2262
27;NC;NC;Dallas;632
27;NC;NC;Roxboro;2285
27;NC;NC;Sparta;2473
27;NC;NC;Robbins;2244
27;NC;NC;Burlington;349
27;NC;NC;Spring Lake;2488
27;NC;NC;Spruce Pine;2498
27;NC;NC;Salemburg;2307
27;NC;NC;Sanford;2340
27;NC;NC;Salisbury;2310
27;NC;NC;Brevard;301
27;NC;NC;Cumberland County;621
27;NC;NC;Rutherfordton;2297
27;NC;NC;Newton Grove;1836
27;NC;NC;Shallotte;2390
27;NC;NC;Shelby;2395
27;NC;NC;Burnsville;353
