idDirector3;2.l.c.c.d.t.director.2;2.idDirecto2;2.d2.l.c.c.d.t.director.1;2.d2.id_diretor1;2.d2.l.c.c.d.t.director.3;2.d2.teste.l.c.c.d.type;2.d2.teste.l.c.c.d.id_type;2.d2.teste.l.c.c.d.t.show_id;2.d2.teste.l.c.c.d.t.title;2.d2.teste.l.c.c.d.t.director;2.d2.teste.l.c.c.id_directors;2.d2.teste.l.c.c.d.t.cast;2.d2.teste.l.c.id_cast;2.d2.teste.l.c.c.d.t.country;2.d2.teste.l.id_countries;2.d2.teste.l.c.c.d.t.date_added;2.d2.teste.l.c.c.d.t.release_year;2.d2.teste.l.c.c.d.t.rating;2.d2.teste.l.c.c.d.t.duration;2.d2.teste.l.c.c.d.t.listed_in;2.d2.teste.id_listed;2.d2.teste.l.c.c.d.t.description;2.d2.teste.l.c.c.d.t.IMDB_titleID;2.d2.teste.l.c.c.d.t.IMDB_rating;2.d2.teste.l.c.c.d.t.IMDB_rating_votes;2.d2.teste.l.c.c.d.t.IMDB_title_name;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81006356;Devlok with Devdutt Pattanaik;N/A;1;Rasika Dugal, Devdutt Pattanaik;121;India;4;25569;2017;TV-PG;1 Season;International TV Shows;196;Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.;/title/tt9067286/;8;58; Devlok with Devdutt Pattanaik;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81113890;Engineering Girls;N/A;1;Barkha Singh, Kritika Avasthi, Sejal Kumar;128;India;4;43475;2018;TV-14;1 Season;International TV Shows, TV Comedies;197;Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.;/title/tt8502324/;69;767; Engineering Girls;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81113887;Inmates;N/A;1;Kashyap Kapoor, Ashish Verma, Raghav Raj Kakker, Mukti Mohan, Akanksha Thakur;130;India;4;43475;2017;TV-MA;1 Season;International TV Shows, TV Comedies;197;While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves.;/title/tt6897680/;66;894; InMates;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80235325;Mahi Way;N/A;1;Pushtii Shakti, Viraf Patel, Siddhant Karnick, Monica Khanna, Amrita Raichand, Suparna Marwah, Mark Farokh Parekh;295;India;4;43103;2010;TV-14;1 Season;International TV Shows, TV Comedies;197;Though worried she's doomed to be single forever, Mahi embraces her vivacious and creative nature while working to tame her inner critic.;/title/tt1595198/;79;182; Mahi Way;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80218634;Super Drags;N/A;1;Fernando Mendonça, Sérgio Cantú, Wagner Follare, Pabllo Vittar, Silvetty Montilla, Rapha Vélez, Sylvia Salustti, Guilherme Briggs;148;Brazil;10;43354;2018;TV-MA;1 Season;International TV Shows, TV Comedies;197;In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.;/title/tt8912244/;56;1213; Super Drags;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80996455;Borges;N/A;1;Thati Lopes, Antonio Pedro Tabet, Karina Ramil, Rafael Portugal, Luis Lobianco;308;Brazil;10;25569;2018;TV-MA;1 Season;International TV Shows, TV Comedies;197;Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat.;/title/tt7895652/;61;111; Borges;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80236357;Monty Python's Fliegender Zirkus;N/A;1;Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth;109;United Kingdom, West Germany;69;43141;1972;TV-14;1 Season;International TV Shows, TV Comedies;197;The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.;/title/tt0202477/;82;1707; Monty Python's Fliegender Zirkus;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80119382;Servant of the People;N/A;1;Vladimir Zelenskiy, Natalya Sumskaya, Viktor Saraykin, Stanislav Boklan, Ekaterina Kisten, Anna Koshmal, Yelena Kravets, Aleksandr Pikalov, Evgeniy Koshevoy, Yuri Krapov;298;Ukraine;93;42738;2015;TV-14;1 Season;International TV Shows, TV Comedies;197;After a Ukrainian high school teacher's tirade against government corruption goes viral on social media, he finds himself the country's new president.;/title/tt6235122/;7;722; Servant of the People;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81113886;Girls Hostel;N/A;1;Srishti Shrivastava, Parul Gulati, Simran Natekar, Ahsaas Channa, Shreya Mehta, Gagan Arora, Trupti Khamkar, Khushbu Baid;129;India;4;43475;2018;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;198;Four girls from different backgrounds become unlikely friends when they move into a dormitory for female dental students.;/title/tt9401936/;85;235; Girls Hostel;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80244700;Nobody's Looking;N/A;1;Victor Lamoglia, Júlia Rabello, Kéfera Buchmann, Augusto Madeira, Danilo de Moura, Leandro Ramos, Telma Souza, Priscila Sol, Wallie Ruy, Maurício de Barros, Hermínio Ribeiro;170;Brazil;10;25569;2019;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;198;"A new guardian angelus"""" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.""""";/title/tt11131980/;79;776; Nobody's Looking;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81018979;Mythomaniac;N/A;1;Marina Hands, Mathieu Demy, Marie Drion, Jérémy Gillet, Zélie Rhixon, Yves Jacques, Jean-Charles Clichet, Julia Faure, Andrea Roncato, Linh Dan Pham;161;France;11;25569;2019;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;198;Burned out and taken for granted, a working mom suspects her partner is cheating, so to win back his attentions, she feigns a medical diagnosis.;/title/tt10677432/;68;508; Mythomaniac;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80133200;Maniac;N/A;1;Espen Petrus Andersen Lervaag, Håkon Bast Mossige, Arif Salum, Ingeborg Raustøl, Marte Germaine Christensen, Mats Mogeland;74;Norway;18;42744;2015;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;198;A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun.;/title/tt5580146/;78;56647; Maniac;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80133200;Maniac;N/A;1;Espen Petrus Andersen Lervaag, Håkon Bast Mossige, Arif Salum, Ingeborg Raustøl, Marte Germaine Christensen, Mats Mogeland;74;Norway;18;42744;2015;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;198;A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun.;/title/tt5580146/;78;56647; Maniac;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80111273;Game Winning Hit;N/A;1;Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin;77;Taiwan;64;42378;2009;TV-PG;1 Season;International TV Shows, TV Comedies, TV Dramas;198;An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.;/title/tt6026194/;17;51; Game Winning Hit;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80128337;Station Horizon;N/A;1;Bernard Yerlès, Roland Vouilloz, Gaspard Boesch, Alexandra Vandernoot, Marie Fontannaz, Lavinia Longhi, Baptiste Gilliéron;79;Switzerland;66;42378;2015;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;198;Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station.;/title/tt3880754/;72;41; Station Horizon;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80229034;Anjaan: Special Crimes Unit;N/A;1;Gashmeer Mahajani, Heena Parmar;249;India;4;43105;2018;TV-14;1 Season;International TV Shows, TV Horror, TV Mysteries;199;"The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal.";/title/tt8479368/;68;187; Anjaan: Special Crimes Unit;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80996338;Typewriter;N/A;1;Aarna Sharma, Aaryansh Malviya, Mikail Gandhi, Palash Kamble, Jishu Sengupta, Palomi Ghosh, Purab Kohli, Sameer Kochhar, Sara Gesawat;346;India;4;25569;2019;TV-MA;1 Season;International TV Shows, TV Horror, TV Mysteries;199;Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways.;/title/tt9310372/;65;2746; Typewriter;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80229102;Khan: No. 1 Crime Hunter;N/A;1;Rajesh Sharma;250;India;4;43105;2018;TV-14;1 Season;Crime TV Shows, International TV Shows, TV Comedies;200;From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories.;/title/tt8417536/;59;38; Khan: No. 1 Crime Hunter;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80219180;Darr Sabko Lagta Hai;N/A;1;Bipasha Basu;294;India;4;43103;2015;TV-MA;1 Season;International TV Shows, TV Horror, TV Thrillers;201;In this chilling horror anthology series, actress and model Bipasha Basu meets people who have had disconcerting paranormal experiences.;/title/tt5680206/;6;44; Darr Sabko Lagta Hai;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80102266;Dharmakshetra;N/A;1;Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai;332;India;4;43227;2014;TV-14;1 Season;International TV Shows, TV Dramas, TV Sci-Fi & Fantasy;202;After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.;/title/tt6803712/;77;113; Dharmakshetra;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;Movie;0;80202465;Berlin, I Love You;N/A;1;N/A;5;Germany;6;43683;2019;R;120 min;Dramas, International Movies, Romantic Movies;206;"Set in the Grey City, this Cities of Love"""" installment is a star-studded""";/title/tt2275743/;45;1772; Berlin, I Love You;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81161538;Lugar de Mulher;N/A;1;N/A;5;Brazil;10;25569;2019;TV-MA;1 Season;International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies;223;Four comedians from Brazil riff on sexuality, politics, religion and motherhood – and set out to prove a woman's place is anywhere she wants it to be.;/title/tt11215186/;41;12; Lugar de Mulher;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80178151;The Spy;N/A;1;Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes;24;France;11;43625;2019;TV-MA;1 Season;International TV Shows, TV Dramas, TV Thrillers;226;In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.;/title/tt5952634/;79;19703; The Spy;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80178151;The Spy;N/A;1;Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes;24;France;11;43625;2019;TV-MA;1 Season;International TV Shows, TV Dramas, TV Thrillers;226;In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.;/title/tt5952634/;79;19703; The Spy;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80224312;History's Greatest Hoaxes;N/A;1;N/A;5;Australia;15;43806;2016;TV-PG;1 Season;British TV Shows, Docuseries;227;Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.;/title/tt10435072/;62;21; History's Greatest Hoaxes;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80222326;THE UNLISTED;N/A;1;Vrund Rao, Ved Rao, Abigail Adriano, Miah Madden, Jean Hinchliffe, Nya Cofie, Saba Zaidi Abdi, Nicholas Brown, Virginie Laverdure, Avishma Lohith, Zenia Starr, Suzi Dougherty, Aria Ferris, Danny Kim, Annabel Wolfe;116;Australia;15;25569;2019;TV-PG;1 Season;Kids' TV, TV Thrillers;229;When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.;/title/tt9184592/;61;268; The Unlisted;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80147919;The Hollow;N/A;1;Adrian Petriw, Ashleigh Ball, Connor Parnall, Mark Hildreth, Alex Barima, Jesse Moss, Diana Kaarina, Brian Dobson;300;Canada;17;43318;2018;TV-Y7-FV;1 Season;Kids' TV, TV Thrillers;229;Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.;/title/tt6193336/;72;2446; The Hollow;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80160504;La Doña;N/A;1;Aracely Arámbula, David Chocarro, Danna Paola, Rebecca Jones, Odiseo Bichir, Gabriela Roel, Andrea Martí, Juan Ríos Cantú, Diego Soldano, Daniela Bascopé;182;United States, Mexico;22;25569;2016;TV-14;1 Season;Spanish-Language TV Shows, TV Dramas;235;Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love.;/title/tt5663590/;66;431; La Doña;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80997085;Narcos: Mexico;N/A;1;Michael Peña, Diego Luna, Tenoch Huerta, Joaquin Cosio, José María Yazpik, Matt Letscher, Alyssa Diaz;185;Mexico, United States;27;25569;2018;TV-MA;1 Season;Crime TV Shows, TV Action & Adventure, TV Dramas;236;"Witness the birth of the Mexican drug war in the 1980s as a gritty new Narcos"""" saga chronicles the true story of the Guadalajara cartel's ascent.""""";/title/tt8714904/;84;41842; Narcos: Mexico;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81037237;Heidi, bienvenida a casa;N/A;1;Chiara Francia, Mercedes Lambre, Victorio D'Alessandro, Mario Guerci, Florencia Benítez, Victoria Ramos;239;Argentina;50;25569;2017;TV-G;1 Season;Kids' TV, Spanish-Language TV Shows;240;Inspired by the classic novel, this telenovela follows Heidi, who leaves her happy life in the mountains behind when her aunt takes her to the big city.;/title/tt7183310/;75;11; Heidi, bienvenida a casa;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80112916;Edha;N/A;1;Juana Viale, Andrés Velencoso, Delfina Chaves, Osmar Nuñez, Germán Palacios, Juan Pablo Geretto, Sofía Gala, Daniel Pacheco, Daniel Hendler, Flavio Mendoza;278;Argentina;50;25569;2018;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;241;Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.;/title/tt7956274/;47;530; Edha;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80211572;Monarca;N/A;1;Irene Azuela, Juan Manuel Bernal, Osvaldo Benavides, Rosa María Bianchi, Antonio de la Vega, Luis Rábago, Sophie Gómez, James Hyde, Carla Adell, Regina Pavón, Dalí González, Alejandro de Hoyos Parera, José Manuel Rincón, Daniela Schmidt, Gabriela de la Garza;64;Mexico;55;25569;2019;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;241;After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.;/title/tt8655736/;8;969; Monarca;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;70266992;Vientos de agua;N/A;1;Ernesto Alterio, Eduardo Blanco, Héctor Alterio, Darío Valenzuela, Pablo Rago, Angie Cepeda, Marta Etura, Giulia Michelini, Carlos Kaspar;206;Argentina, Spain;80;43476;2006;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;241;José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001.;/title/tt0459724/;88;703; Vientos de agua;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80047031;Sin senos no hay paraíso;N/A;1;Carmen Villalobos, Catherine Siachoque, María Fernanda Yépez, Ramiro Meneses, Juan Diego Sánchez, Aylín Mujica, Fabián Ríos, Roberto Mateos;241;Colombia, Mexico, United States;86;25569;2008;TV-14;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;241;Inspired by a true story, this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty.;/title/tt1244387/;7;398; Sin Senos No Hay Paraíso;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80170245;Juana Brava;N/A;1;Elisa Zulueta, Alejandro Trejo, Lucas Balmaceda, Gastón Salgado, Nelson Brodt, Emilia Noguera, Daniel Guillón, Ángela Lineros;272;Chile;90;25569;2015;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;241;After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.;/title/tt5235318/;71;17; Juana Brava;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81140259;Zona Rosa;N/A;1;Manu NNa, Ana Julia Yeyé, Ray Contreras, Pablo Morán;164;Mexico;55;25569;2019;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows;245;An assortment of talent takes the stage for a night of honest stand-up featuring four of Mexico's funniest LGBTQ comedians.;/title/tt11194518/;56;26; Zona Rosa;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;81174992;Bakugan: Battle Planet;N/A;1;Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes;55;Japan, Canada, South Korea;59;25569;2018;TV-PG;1 Season;Anime Series, Kids' TV;246;Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.;/title/tt9527662/;6;64; Bakugan: Battle Planet;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80202539;Beyblade Burst;N/A;1;Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi;133;Japan;67;42745;2016;TV-Y7;1 Season;Anime Series, Kids' TV;246;Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.;/title/tt6348126/;65;176; Beyblade Burst;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80202539;Beyblade Burst;N/A;1;Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi;133;Japan;67;42745;2016;TV-Y7;1 Season;Anime Series, Kids' TV;246;Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.;/title/tt6348126/;65;176; Beyblade Burst;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;N/A;2;N/A;TV Show;1;80202539;Beyblade Burst;N/A;1;Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi;133;Japan;67;42745;2016;TV-Y7;1 Season;Anime Series, Kids' TV;246;Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.;/title/tt6348126/;65;176; Beyblade Burst;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
