2.a.2.2.l.c.c.d.t.cast.32;cast32;2.a.2.2.l.c.c.d.t.cast.31;cast31;2.a.2.2.l.c.c.d.t.cast.30;cast30;2.a.2.2.l.c.c.d.t.cast.29;cast28;2.a.2.2.l.c.c.d.t.cast.28;cast28.1;2.a.2.2.l.c.c.d.t.cast.27;cast27;2.a.2.2.l.c.c.d.t.cast.26;cast26;2.a.2.2.l.c.c.d.t.cast.25;cast25;2.a.2.2.l.c.c.d.t.cast.24;cast24;2.a.2.2.l.c.c.d.t.cast.23;cast23;2.a.2.2.l.c.c.d.t.cast.22;cast22;2.a.2.2.l.c.c.d.t.cast.21;cast21;2.a.2.2.l.c.c.d.t.cast.20;cast20;2.a.2.2.l.c.c.d.t.cast.19;cast19;2.a.2.2.l.c.c.d.t.cast.18;cast18;2.a.2.2.l.c.c.d.t.cast.17;cast17;2.a.2.2.l.c.c.d.t.cast.16;cast16;2.a.2.2.l.c.c.d.t.cast.15;cast15;2.a.2.2.l.c.c.d.t.cast.14;cast14;2.a.2.2.l.c.c.d.t.cast.13;cast13;2.a.2.2.l.c.c.d.t.cast.12;cast12;2.a.2.2.l.c.c.d.t.cast.11;cast11;2.a.2.2.l.c.c.d.t.cast.10;cast10;2.a.2.2.l.c.c.d.t.cast.9;cast9;2.a.2.2.l.c.c.d.t.cast.8;cats8;2.a.2.2.l.c.c.d.t.cast.5;cast5;2.a.2.2.l.c.c.d.t.cast.6;cast6;a.2.2.l.c.c.d.t.cast.4;cast4;2.2.2.l.c.c.d.t.cast.3;2.cast3;2.a.2.l.c.c.d.t.cast.2;2.a.cast2;2.a.2.l.c.c.d.t.cast.1;2.a.2.cast1;l.c.c.d.type;l.c.c.d.id_type;l.c.c.d.t.show_id;l.c.c.d.t.title;l.c.c.d.t.director;l.c.c.id_directors;l.c.c.d.t.cast;l.c.id_cast;l.c.c.d.t.country;l.id_countries;l.c.c.d.t.date_added;l.c.c.d.t.release_year;l.c.c.d.t.rating;l.c.c.d.t.duration;l.c.c.d.t.listed_in;id_listed;l.c.c.d.t.description;l.c.c.d.t.IMDB_titleID;l.c.c.d.t.IMDB_rating;l.c.c.d.t.IMDB_rating_votes;l.c.c.d.t.IMDB_title_name
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Mackenzie Sol;10628; Diedrich Bader;9382; George Newbern;8311; David DeLuise;8306; Kaitlyn Maher;6958; Reggie De Leon;4296; Denisse Ojeda;4289; Makenzie Moss;2890;Jed Ress;1480;Movie;0;80189866;Pup Star: World Tour;Robert Vince;218;Jed Ress, Makenzie Moss, Denisse Ojeda, Reggie De Leon, David DeLuise, Kaitlyn Maher, Jorge Diaz, George Newbern, Diedrich Bader, Mackenzie Sol;611;Canada, Japan, United States;134;43225;2018;G;87 min;Children & Family Movies, Comedies, Music & Musicals;270;Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun.;/title/tt7322864/;39;114; Pup Star: World Tour
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Charlyne Yi;10624; Karan Soni;9385; Daniel Dae Kim;9248; Vivian Bang;7124; Keanu Reeves;5765; Michelle Buteau;5598; James Saito;2973; Randall Park;1558;Ali Wong;80;Movie;0;80202874;Always Be My Maybe;Nahnatchka Khan;708;Ali Wong, Randall Park, James Saito, Michelle Buteau, Vivian Bang, Keanu Reeves, Susan Park, Daniel Dae Kim, Karan Soni, Charlyne Yi;1164;United States;3;25569;2019;PG-13;102 min;Comedies, Romantic Movies;115;Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.;/title/tt7374948/;68;37645; Always Be My Maybe
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Ava Acres;10623; Leah Remini;9386; Brad Morris;9247; Christine Woods;7125; Eddie Pepitone;5766; Steven Weber;5597; Amy Sedaris;2974; Natasha Lyonne;1559;Jeff Garlin;99;Movie;0;80106793;Handsome: A Netflix Mystery Movie;Jeff Garlin;702;Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres;1157;United States;3;42860;2017;TV-MA;81 min;Comedies;28;Homicide detective Gene Handsome sets out to solve a woman's murder while searching for clues about what's missing from his personal life.;/title/tt5809020/;52;3391; Handsome: A Netflix Mystery Movie
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Pam Rose;10622; David Prowse;9387; Angus MacInnes;9246; Laurie Goode;7126; Garrick Hagon;5767; Anthony Forrest;5596; John Chapman;2975; Jeremy Bulloch;1562;Paul Blake;137;Movie;0;80095641;Elstree 1976;Jon Spira;21;Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose;393;United Kingdom;1;42530;2015;TV-PG;102 min;Documentaries;2;"Then and now footage of bit players who appeared in Star Wars"""" tells the story of how the film and its legions of fans changed their lives forever.""""";/title/tt4558042/;59;1226; Elstree 1976
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Nanna Øland Fabricius;10619; Alexander Arnold;9391; Jonathan Pryce;9242; Mikael Persbrandt;7131; Douglas Henshall;6104; Eric Cantona;5228; Jeffrey Dean Morgan;3345; Eva Green;1909;Mads Mikkelsen;502;Movie;0;80013550;The Salvation;Kristian Levring;910;Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona, Mikael Persbrandt, Douglas Henshall, Michael Raymond-James, Jonathan Pryce, Alexander Arnold, Nanna Øland Fabricius;1368;Denmark, United Kingdom, South Africa, Sweden, Belgium;215;42769;2014;R;92 min;Dramas, Independent Movies, International Movies;35;In the Old West, a Danish homesteader avenges the murder of his wife and son, only to unleash a gang leader's brutal fury.;/title/tt2720680/;67;34182; The Salvation
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Rodrigo Treviño;10617; Karyme Lozano;9393; Cuauhtémoc Duque;9239; Alejandro Oliva;7133; David Villegas;5774; Fernando Estrada;5586; Paulina Goto;2986; Alex Sirvent;1577;Ana Layevska;188;Movie;0;81091378;La Leyenda del Diamante;Roberto Girault Facha;1050;Ana Layevska, Alex Sirvent, Paulina Goto, Fernando Estrada, Alejandro Oliva, David Villegas, Xavier Cervantes, Cuauhtémoc Duque, Karyme Lozano, Rodrigo Treviño;1509;Mexico;55;25569;2017;TV-MA;87 min;Action & Adventure, International Movies, Sci-Fi & Fantasy;3;When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure.;/title/tt6487242/;35;23; La Leyenda Del Diamante
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Nathalie Boltt;10616; William Allen Young;9395; Louis Minnaar;9236; Mandla Gaduka;7137; Kenneth Nkosi;5778; Vanessa Haywood;5581; David James;2992; Jason Cope;1581;Sharlto Copley;192;Movie;0;70113005;District 9;Neill Blomkamp;459;Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt;896;South Africa, United States, New Zealand, Canada;163;43566;2009;R;112 min;Action & Adventure, International Movies, Sci-Fi & Fantasy;3;After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.;/title/tt1136608/;79;617418; District 9
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Masam Holden;10615; Andre Royo;9396; Bob Odenkirk;9235; Mary Elizabeth Winstead;7138; Kyle Chandler;5779; Jennifer Jason Leigh;5580; Brie Larson;2993; Shailene Woodley;2399;Miles Teller;959;Movie;0;70267439;The Spectacular Now;James Ponsoldt;1180;Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh, Mary Elizabeth Winstead, Kyle Chandler, Dayo Okeniyi, Bob Odenkirk, Andre Royo, Masam Holden;1631;United States;3;25569;2013;R;95 min;Dramas, Independent Movies, Romantic Movies;114;Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation.;/title/tt1714206/;71;137931; The Spectacular Now
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Tzi Ma;10610; Arabella Field;9404; Kirk Trutner;9223; Jeremy Foley;7159; Charles Hallahan;5799; Jamie Renée Smith;5553; Elizabeth Hoffman;3023; Linda Hamilton;1615;Pierce Brosnan;257;Movie;0;1151375;Dante's Peak;Roger Donaldson;130;Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma;506;United States;3;43474;1997;PG-13;108 min;Action & Adventure;23;When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.;/title/tt0118928/;59;76569; Dante's Peak
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Nicholas Pinnock;10609; Geoff Bell;9405; Kierston Wareing;9222; Sharon Duncan Brewster;7160; Giacomo Mancini;5800; Shone Romulus;5552; Malcolm Kamulete;3025; Kane Robinson;1616;Ashley Walters;262;TV Show;1;70236561;Top Boy;N/A;1;Ashley Walters, Kane Robinson, Malcolm Kamulete, Shone Romulus, Sharon Duncan Brewster, Giacomo Mancini, Xavien Russell, Kierston Wareing, Geoff Bell, Nicholas Pinnock;214;United Kingdom;1;42746;2011;TV-MA;2 Seasons;British TV Shows, Crime TV Shows, International TV Shows;14;In this gritty, stylish drama series, two London drug dealers ply their lucrative trade at a public housing estate in North London.;/title/tt1830379/;84;9843; Top Boy
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Stuart Bowman;10607; Nicholas Gleaves;9407; Tom Brooke;9220; Vincent Franklin;7162; Pippa Haywood;5802; Sophie Rundle;5551; Gina McKee;3026; Keeley Hawes;1617;Richard Madden;263;TV Show;1;80235864;Bodyguard;N/A;1;Richard Madden, Keeley Hawes, Gina McKee, Sophie Rundle, Vincent Franklin, Pippa Haywood, Paul Ready, Tom Brooke, Nicholas Gleaves, Stuart Bowman;102;United Kingdom;1;25569;2018;TV-MA;1 Season;British TV Shows, Crime TV Shows, International TV Shows;14;After helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.;/title/tt7493974/;82;77423; Bodyguard
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Harriet Walter;10605; Adrian Lester;9409; Clarke Peters;9218; Charlotte Rampling;7165; Lorraine Ashbourne;5805; Samantha Spiro;5548; Edward Holcroft;3029; Jim Broadbent;1619;Ben Whishaw;266;TV Show;1;80048568;London Spy;Jakob Verbruggen;1316;Ben Whishaw, Jim Broadbent, Edward Holcroft, Samantha Spiro, Charlotte Rampling, Lorraine Ashbourne, David Hayman, Clarke Peters, Adrian Lester, Harriet Walter;1755;United Kingdom;1;25569;2015;TV-MA;1 Season;British TV Shows, Crime TV Shows, International TV Shows;14;When his reclusive-banker lover disappears, a hard-partying young British hedonist plunges into the dangerous world of espionage to find the truth.;/title/tt4108134/;75;8359; London Spy
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Ahd;10602; Saskia Reeves;9412; Ben Miles;9215; Nathaniel Martello-White;7168; Jeany Spark;5808; Billie Piper;5545; Nicola Walker;3032; John Simm;1621;Carey Mulligan;268;TV Show;1;80185171;Collateral;N/A;1;Carey Mulligan, John Simm, Nicola Walker, Billie Piper, Nathaniel Martello-White, Jeany Spark, Hayley Squires, Ben Miles, Saskia Reeves, Ahd;252;United Kingdom, United States;88;43346;2018;TV-MA;1 Season;British TV Shows, Crime TV Shows, International TV Shows;14;Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.;/title/tt0369339/;75;343045; Collateral
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Dominique McElligott;10597; Ian McElhinney;9418; Alan Devlin;9209; Noel O'Donovan;7176; Tony Rohr;5816; John Lithgow;5536; Adam Scott;3040; Matthew Goode;1628;Amy Adams;973;Movie;0;70124331;Leap Year;Anand Tucker;553;Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian McElhinney, Dominique McElligott;996;United States, Ireland;182;25569;2010;PG;100 min;Comedies, Romantic Movies;115;Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans.;/title/tt1216492/;65;89074; Leap Year
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Kay Lyon;10596; Pauline Quirke;9419; Jo Joyner;9207; Lesley Manville;7180; Brendan Coyle;5820; Sinéad Cusack;5530; Tim Pigott-Smith;3046; Richard Armitage;1634;Daniela Denby-Ashe;277;TV Show;1;70202593;North & South;N/A;1;Daniela Denby-Ashe, Richard Armitage, Tim Pigott-Smith, Sinéad Cusack, Lesley Manville, Brendan Coyle, Anna Maxwell Martin, Jo Joyner, Pauline Quirke, Kay Lyon;259;United Kingdom;1;25569;2004;NR;1 Season;British TV Shows, Romantic TV Shows, TV Dramas;19;When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings.;/title/tt0417349/;86;2812; North & South
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Sian Reese-Williams;10594; Richard Harrington;9421; Tara Fitzgerald;9205; Claire Rushbrook;7182; Joanna Scanlan;5822; James Frecheville;5528; Brendan Coyle;3048; Joel Fry;1636;Lydia Wilson;279;TV Show;1;80184068;Requiem;N/A;1;Lydia Wilson, Joel Fry, Brendan Coyle, James Frecheville, Claire Rushbrook, Joanna Scanlan, Pippa Haywood, Tara Fitzgerald, Richard Harrington, Sian Reese-Williams;269;United Kingdom;1;25569;2018;TV-MA;1 Season;British TV Shows, International TV Shows, TV Dramas;20;In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town.;/title/tt6712390/;65;4801; Requiem
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Brent Briscoe;10590; Rick Dial;9425; Robert Duvall;9200; Lucas Black;7188; Natalie Canerday;5828; John Ritter;5522; J.T. Walsh;3055; Dwight Yoakam;1642;Billy Bob Thornton;286;Movie;0;973861;Sling Blade;Billy Bob Thornton;617;Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe;1064;United States;3;43476;1996;R;135 min;Dramas, Independent Movies;22;A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.;/title/tt0117666/;8;83784; Sling Blade
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Olga Merediz;10589; Harris Yulin;9426; Bruce Greenwood;9198; Ben Mendelsohn;7190; Rose Byrne;5830; Ray Liotta;5520; Eva Mendes;3057; Bradley Cooper;1644;Ryan Gosling;287;Movie;0;70241757;The Place Beyond the Pines;Derek Cianfrance;763;Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz;1220;United States;3;25569;2012;R;140 min;Dramas, Independent Movies;22;A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.;/title/tt1817273/;73;233228; The Place Beyond the Pines
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Saffron Burrows;10588; Julie Christie;9427; Brian Cox;9197; Peter O'Toole;7191; Rose Byrne;5830; Diane Kruger;5439; Orlando Bloom;3137; Eric Bana;1717;Brad Pitt;332;Movie;0;60034571;Troy;Wolfgang Petersen;137;Brad Pitt, Eric Bana, Orlando Bloom, Diane Kruger, Peter O'Toole, Rose Byrne, Sean Bean, Brian Cox, Julie Christie, Saffron Burrows;515;United States, Malta, United Kingdom;119;43475;2004;R;163 min;Action & Adventure, Dramas;121;The love-struck Prince Paris of Troy kidnaps beauty Helen from her husband, setting the two nations on a collision course for war.;/title/tt0332452/;72;465743; Troy
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Geoff Pierson;10584; Shuya Chang;9431; Jon Kit Lee;9192; Eugenia Yuan;7196; Leonard Wu;5835; Harry Shum Jr.;5515; Kevin Wu;3064; Justin Chon;1649;Ray Liotta;1161;Movie;0;80017280;Revenge of the Green Dragons;Andrew Lau Wai-Keung, Andrew Loo;1193;Ray Liotta, Justin Chon, Kevin Wu, Harry Shum Jr., Eugenia Yuan, Leonard Wu, Jin Auyeung, Jon Kit Lee, Shuya Chang, Geoff Pierson;1640;Hong Kong, United States;185;25569;2014;R;95 min;Action & Adventure, Dramas, Independent Movies;162;In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill.;/title/tt1396523/;53;3558; Revenge of the Green Dragons
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Cady Huffman;10581; Tonye Patano;9436; John Doman;9186; Maria Bello;7203; Rosemarie DeWitt;5842; Tommy Lee Jones;5508; Kevin Costner;3072; Chris Cooper;1657;Ben Affleck;296;Movie;0;70124965;The Company Men;John Wells;1167;Ben Affleck, Chris Cooper, Kevin Costner, Tommy Lee Jones, Maria Bello, Rosemarie DeWitt, Craig T. Nelson, John Doman, Tonye Patano, Cady Huffman;1617;United States;3;25569;2010;R;105 min;Dramas, Independent Movies;22;A successful businessman comes face-to-face with America's downsizing epidemic when he loses his job and is forced to take a construction gig.;/title/tt1172991/;67;41925; The Company Men
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Sandy McMaster;10577; Wendy Crewson;9440; Amanda Brugel;9181; Tom McCamus;7210; William H. Macy;5849; Sean Bridgers;5501; Joan Allen;3081; Jacob Tremblay;1665;Brie Larson;299;Movie;0;80073823;Room;Lenny Abrahamson;1198;Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster;1645;Ireland, Canada, United Kingdom, United States;248;25569;2015;R;118 min;Dramas, Independent Movies;22;Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.;/title/tt3170832/;81;335654; Room
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Michael Sky;10576; Dylan Carusona;9443; John Canoe;9178; Mark Boone Junior;7213; James Reilly;5852; Michael O'Keefe;5498; Charlie McDermott;3084; Misty Upham;1668;Melissa Leo;301;Movie;0;70084148;Frozen River;Courtney Hunt;1251;Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe, Mark Boone Junior, James Reilly, Jay Klaitz, John Canoe, Dylan Carusona, Michael Sky;1695;United States;3;43472;2008;R;97 min;Dramas, Independent Movies;22;On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States.;/title/tt0978759/;71;2401; Frozen River
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Silas Carson;10574; Alice Lowe;9446; Danny Webb;9173; Ben Daniels;7218; Tom Holland;5857; Andrew Scott;5492; Ruth Wilson;3089; Olivia Colman;1673;Tom Hardy;305;Movie;0;70295189;Locke;Steven Knight;1219;Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott, Ben Daniels, Tom Holland, Bill Milner, Danny Webb, Alice Lowe, Silas Carson;1666;United Kingdom, United States;88;25569;2013;R;85 min;Dramas, Independent Movies;22;Over the space of 90 minutes, Ivan Locke's life spins out of control via a series of phone calls made while he drives down the highway to London.;/title/tt2692904/;71;125793; Locke
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Anthony Bolognese;10571; James Angus Cowan;9449; Aidan Dee;9170; Sonny Surowiec;7222; Jay Cardinal Villeneuve;5861; Barbara Eve Harris;5488; Charlie Hannah;3093; Elle-Máijá Tailfeathers;1676;Violet Nelson;308;Movie;0;81177504;The Body Remembers When the World Broke Open;Elle-Máijá Tailfeathers, Kathleen Hepburn;476;Violet Nelson, Elle-Máijá Tailfeathers, Charlie Hannah, Barbara Eve Harris, Sonny Surowiec, Jay Cardinal Villeneuve, Tony Massil, Aidan Dee, James Angus Cowan, Anthony Bolognese;918;Canada, Norway;168;25569;2019;TV-MA;106 min;Dramas, Independent Movies;22;After a traumatic event, two Indigenous women in Vancouver are brought together and form a deep bond despite leading different lives.;/title/tt8230872/;67;277; The Body Remembers When the World Broke Open
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Andrew Hawley;10568; Oliver Milburn;9452; Jodhi May;9167; Timothy Spall;7224; Oliver Platt;5863; Alice Englert;5486; Christina Hendricks;3095; Alessandro Nivola;1678;Elle Fanning;310;Movie;0;70257413;Ginger & Rosa;Sally Potter;1217;Elle Fanning, Alessandro Nivola, Christina Hendricks, Alice Englert, Timothy Spall, Oliver Platt, Annette Bening, Jodhi May, Oliver Milburn, Andrew Hawley;1664;United Kingdom, Denmark, Canada, Croatia;251;25569;2012;PG-13;90 min;Dramas, Independent Movies;22;With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London – until betrayal drives them apart.;/title/tt2115295/;63;9915; Ginger & Rosa
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Dan Styles;10567; Beau Fowler;9453; Luke LaFontaine;9166; Kierston Wareing;7225; Mark Strange;5864; Nick Moran;5485; Thomas Turgoose;3096; Craig Fairbrass;1679;Scott Adkins;311;Movie;0;80991316;Avengement;Jesse V. Johnson;34;Scott Adkins, Craig Fairbrass, Thomas Turgoose, Nick Moran, Kierston Wareing, Mark Strange, Leo Gregory, Luke LaFontaine, Beau Fowler, Dan Styles;407;United Kingdom;1;25569;2019;TV-MA;88 min;Action & Adventure;23;Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.;/title/tt8836988/;65;7275; Avengement
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Tom Waits;10565; Michael Gambon;9456; Frances de la Tour;9158; Jennifer Beals;7235; Evan Jones;5874; Ray Stevenson;5475; Mila Kunis;3105; Gary Oldman;1687;Denzel Washington;330;Movie;0;70114342;The Book of Eli;Albert Hughes, Allen Hughes;1264;Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson, Jennifer Beals, Evan Jones, Joe Pingue, Frances de la Tour, Michael Gambon, Tom Waits;1707;United States;3;43472;2010;R;118 min;Action & Adventure, Sci-Fi & Fantasy;118;Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country.;/title/tt1037705/;69;280061; The Book of Eli
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; John Strong;10564; Shari Watson;9457; Gabriella Wright;9157; Katherine de la Rocha;7236; Chad Lindberg;5875; Cung Le;5474; Liam McIntyre;3106; Ben Kingsley;1688;Antonio Banderas;316;Movie;0;80161921;Security;Alain Desrochers;216;Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le, Katherine de la Rocha, Chad Lindberg, Jiro Wang, Gabriella Wright, Shari Watson, John Strong;605;United States;3;42804;2017;R;92 min;Action & Adventure;23;After taking a job as a mall security guard, a former Marine steps up to protect a young girl who's being hunted by heavily armed mercenaries.;/title/tt3501112/;57;14628; Security
;11905;;11895;;11884;;11873;;11862;;11851;;11840;;11829;;11815;;11800;;11711;;11693;;11672;;11645;;11657;;11616;;11558;;11470;;11369;;11213;;11001;;10678; Armaan Haggio;10563; Mohamed Barre;9459; Abdi Sidow Farah;9155; Philip Ettinger;7238; Sabrina Hassan Abdulle;5877; Al Pacino;5472; Melanie Griffith;3109; Barkhad Abdi;2118;Evan Peters;672;Movie;0;80202728;The Pirates of Somalia;Bryan Buckley;1013;Evan Peters, Barkhad Abdi, Melanie Griffith, Al Pacino, Philip Ettinger, Sabrina Hassan Abdulle, Kiana Madani, Abdi Sidow Farah, Mohamed Barre, Armaan Haggio;1474;Somalia, Kenya, Sudan, South Africa, United States;223;43103;2017;R;118 min;Dramas;45;An aspiring journalist travels to Somalia in hopes of making a name for himself by covering dangerous pirates and hijackers.;/title/tt5126922/;68;7893; The Pirates of Somalia
